,Unnamed: 0,id,datetime,obs_dt,phone_number,arrival_hydrophone,relative_depth,depth,max_amp,second_hydrophone,t1,t2,origin_time,t,ct
33,33,33,18084.36716396989,2019-07-07T08:48:42.811999Z,3,h3,1.4210854715202004e-14,170.0,0.6552302872414364,h4,0.198,0.238,2019-07-07 08:48:42.811999+00:00,1.623,264.794
34,34,34,18084.367168391196,2019-07-07T08:48:43.194999Z,3,h3,127.75,297.75,0.4206768899565619,h4,0.197,0.091,2019-07-07 08:48:43.121999+00:00,0.31,265.104
35,35,35,18084.367179282395,2019-07-07T08:48:44.134999Z,3,h3,1.4210854715202004e-14,170.0,0.4289348950844075,h4,0.198,0.238,2019-07-07 08:48:44.134999+00:00,1.013,266.11699999999996
36,36,36,18084.36723313656,2019-07-07T08:48:48.763999Z,3,h3,1.4210854715202004e-14,170.0,0.6423714938790887,h4,0.2,0.24,2019-07-07 08:48:48.763999+00:00,4.629,270.746
37,37,37,18084.367237210638,2019-07-07T08:48:49.117999Z,3,h3,101.5,271.5,0.5024184684853913,h4,0.198,0.122,2019-07-07 08:48:49.059999+00:00,0.296,271.042
38,38,38,18084.367252094897,2019-07-07T08:48:50.425999Z,3,h3,1.4210854715202004e-14,170.0,0.5436727524127519,h4,0.198,0.238,2019-07-07 08:48:50.425999+00:00,1.366,272.40799999999996
39,39,39,18084.367301134247,2019-07-07T08:48:54.638999Z,3,h3,1.4210854715202004e-14,170.0,0.5047728530039731,h4,0.2,0.24,2019-07-07 08:48:54.638999+00:00,4.213,276.621
40,40,40,18084.36740412036,2019-07-07T08:49:03.559999Z,3,h3,1.4210854715202004e-14,170.0,0.5862178243203499,h4,0.198,0.238,2019-07-07 08:49:03.559999+00:00,8.921,285.542
41,41,41,18084.367465069437,2019-07-07T08:49:08.823999Z,3,h3,1.4210854715202004e-14,170.0,0.5229720335328456,h4,0.2,0.24,2019-07-07 08:49:08.823999+00:00,5.264,290.806
42,42,42,18084.36750630786,2019-07-07T08:49:12.389999Z,3,h3,-16.625,153.375,0.4206063159025897,h4,0.198,0.257,2019-07-07 08:49:12.399499+00:00,3.5755,294.38149999999996
43,43,43,18084.3675145486,2019-07-07T08:49:13.101999Z,3,h3,-2.625000000000007,167.375,0.4579765310291858,h4,0.142,0.185,2019-07-07 08:49:13.103499+00:00,0.704,295.08549999999997
44,44,44,18084.367521840268,2019-07-07T08:49:13.730999Z,3,h3,-16.625,153.375,0.5491656649258491,h4,0.152,0.211,2019-07-07 08:49:13.740499+00:00,0.637,295.72249999999997
45,45,45,18084.36752105323,2019-07-07T08:49:14.014999Z,3,h3,1.4210854715202004e-14,170.0,0.5485007198269773,h4,0.2,0.24,2019-07-07 08:49:14.014999+00:00,0.2745,295.99699999999996
46,46,46,18084.36757063656,2019-07-07T08:49:17.925999Z,3,h3,1.4210854715202004e-14,170.0,0.6427020008883051,h4,0.198,0.238,2019-07-07 08:49:17.925999+00:00,3.911,299.90799999999996
47,47,47,18084.367580914342,2019-07-07T08:49:18.834999Z,3,h3,1.4210854715202004e-14,170.0,1.017112187039057,h4,0.198,0.238,2019-07-07 08:49:18.834999+00:00,0.909,300.81699999999995
48,48,48,18084.367596319436,2019-07-07T08:49:20.165999Z,3,h3,1.4210854715202004e-14,170.0,0.5126576829895788,h4,0.2,0.24,2019-07-07 08:49:20.165999+00:00,1.331,302.14799999999997
49,49,49,18084.36762778934,2019-07-07T08:49:22.863999Z,3,h3,1.4210854715202004e-14,170.0,0.5132235869943363,h4,0.198,0.238,2019-07-07 08:49:22.863999+00:00,2.698,304.84599999999995
50,50,50,18084.36763721064,2019-07-07T08:49:23.698999Z,3,h3,1.4210854715202004e-14,170.0,0.5539505704854966,h4,0.2,0.24,2019-07-07 08:49:23.698999+00:00,0.835,305.6809999999999
52,52,52,18084.367668194434,2019-07-07T08:49:26.574999Z,3,h3,1.4210854715202004e-14,170.0,0.6810611252878447,h4,0.2,0.24,2019-07-07 08:49:26.574999+00:00,0.904,308.5569999999999
53,53,53,18084.37006449073,2019-07-07T08:52:53.396999Z,3,h3,1.4210854715202004e-14,170.0,0.4162841942829086,h4,0.2,0.24,2019-07-07 08:52:53.396999+00:00,206.822,515.3789999999999
54,54,54,18084.373317511563,2019-07-07T08:57:34.483999Z,3,h3,1.4210854715202004e-14,170.0,1.0248462661380258,h4,0.198,0.238,2019-07-07 08:57:34.483999+00:00,281.087,796.4659999999999
55,55,55,18084.37452376156,2019-07-07T08:59:18.680999Z,3,h3,1.4210854715202004e-14,170.0,0.9169251385869694,h4,0.198,0.238,2019-07-07 08:59:18.680999+00:00,104.197,900.6629999999999
56,56,56,18084.37454349536,2019-07-07T08:59:20.384999Z,3,h3,-0.8749999999999858,169.125,0.5076257221317384,h4,0.199,0.24,2019-07-07 08:59:20.385499+00:00,1.7045,902.3675
57,57,57,18084.37495576388,2019-07-07T08:59:56.032999Z,3,h3,1.4210854715202004e-14,170.0,0.6618556141448051,h4,0.198,0.238,2019-07-07 08:59:56.032999+00:00,35.6475,938.015
58,58,58,18084.374956921285,2019-07-07T08:59:56.132999Z,3,h3,-7.105427357601002e-15,170.0,0.6618556141448051,h4,0.098,0.138,2019-07-07 08:59:56.132999+00:00,0.1,938.115
59,59,59,18084.374966689804,2019-07-07T08:59:56.972999Z,3,h3,1.4210854715202004e-14,170.0,1.2304747583135152,h4,0.2,0.24,2019-07-07 08:59:56.972999+00:00,0.84,938.955
60,60,60,18084.3749666898,2019-07-07T08:59:57.115999Z,3,h3,0.0,170.0,1.2304747583135152,h4,0.057,0.097,2019-07-07 08:59:57.115999+00:00,0.143,939.0980000000001
61,61,61,18084.37506476851,2019-07-07T09:00:05.423999Z,3,h3,1.4210854715202004e-14,170.0,0.7561543848192005,h4,0.2,0.24,2019-07-07 09:00:05.423999+00:00,8.308,947.4060000000001
62,62,62,18084.37507306712,2019-07-07T09:00:06.140999Z,3,h3,1.4210854715202004e-14,170.0,1.5292474099576396,h4,0.2,0.24,2019-07-07 09:00:06.140999+00:00,0.717,948.123
63,63,63,18084.37507306712,2019-07-07T09:00:06.231999Z,3,h3,7.105427357601002e-15,170.0,1.5292474099576396,h4,0.107,0.147,2019-07-07 09:00:06.231999+00:00,0.091,948.214
64,64,64,18084.37526185184,2019-07-07T09:00:22.454999Z,3,h3,1.4210854715202004e-14,170.0,0.9640003338118288,h4,0.2,0.24,2019-07-07 09:00:22.454999+00:00,16.223,964.437
65,65,65,18084.375261597208,2019-07-07T09:00:22.543999Z,3,h3,7.105427357601002e-15,170.0,0.9640003338118288,h4,0.111,0.151,2019-07-07 09:00:22.543999+00:00,0.079,964.526
67,67,67,18084.37531574073,2019-07-07T09:00:27.127999Z,3,h3,1.4210854715202004e-14,170.0,0.4801072421275035,h4,0.2,0.24,2019-07-07 09:00:27.127999+00:00,4.584,969.1099999999999
68,68,68,18084.375328182858,2019-07-07T09:00:28.230999Z,3,h3,-7.105427357601002e-15,170.0,1.0322718264183823,h4,0.155,0.195,2019-07-07 09:00:28.230999+00:00,1.103,970.2129999999999
69,69,69,18084.37532846064,2019-07-07T09:00:28.570999Z,3,h3,1.749999999999993,171.75,0.5552829918740967,h4,0.18,0.218,2019-07-07 09:00:28.569999+00:00,0.339,970.5519999999999
70,70,70,18084.375336689805,2019-07-07T09:00:28.892999Z,3,h3,-7.105427357601002e-15,170.0,0.779291559533826,h4,0.158,0.198,2019-07-07 09:00:28.892999+00:00,0.323,970.8749999999999
71,71,71,18084.375489027767,2019-07-07T09:00:42.102999Z,3,h3,1.4210854715202004e-14,170.0,0.5663733436212463,h4,0.198,0.238,2019-07-07 09:00:42.102999+00:00,13.21,984.0849999999999
72,72,72,18084.37549353008,2019-07-07T09:00:42.491999Z,3,h3,-0.8750000000000071,169.125,0.5303325407507395,h4,0.176,0.217,2019-07-07 09:00:42.492499+00:00,0.3895,984.4744999999999
73,73,73,18084.37549744212,2019-07-07T09:00:42.829999Z,3,h3,1.4210854715202004e-14,170.0,2.4090881380103086,h4,0.198,0.238,2019-07-07 09:00:42.829999+00:00,0.3375,984.8119999999999
74,74,74,18084.375512893508,2019-07-07T09:00:44.140999Z,3,h3,-0.8749999999999858,169.125,0.6087380361468626,h4,0.198,0.239,2019-07-07 09:00:44.141499+00:00,1.3115,986.1234999999999
75,75,75,18084.375519930545,2019-07-07T09:00:44.749999Z,3,h3,-1.7499999999999858,168.25,1.2310937102880324,h4,0.198,0.24,2019-07-07 09:00:44.750999+00:00,0.6095,986.733
76,76,76,18084.37552489582,2019-07-07T09:00:45.178999Z,3,h3,-0.8749999999999858,169.125,0.5560080427535652,h4,0.199,0.24,2019-07-07 09:00:45.179499+00:00,0.4285,987.1614999999999
77,77,77,18084.37555291665,2019-07-07T09:00:47.599999Z,3,h3,1.4210854715202004e-14,170.0,1.8747822326911223,h4,0.199,0.239,2019-07-07 09:00:47.599999+00:00,2.4205,989.5819999999999
78,78,78,18084.37555263888,2019-07-07T09:00:47.678999Z,3,h3,1.749999999999993,171.75,1.8747822326911223,h4,0.12,0.158,2019-07-07 09:00:47.677999+00:00,0.078,989.6599999999999
79,79,79,18084.37556175925,2019-07-07T09:00:48.399999Z,3,h3,1.4210854715202004e-14,170.0,0.9271672479014345,h4,0.199,0.239,2019-07-07 09:00:48.399999+00:00,0.722,990.3819999999998
80,80,80,18084.37556380786,2019-07-07T09:00:48.563999Z,3,h3,7.105427357601002e-15,170.0,0.9271672479014345,h4,0.034,0.074,2019-07-07 09:00:48.563999+00:00,0.164,990.5459999999998
81,81,81,18084.37556670138,2019-07-07T09:00:48.791999Z,3,h3,-0.8749999999999858,169.125,1.3896326875324,h4,0.198,0.239,2019-07-07 09:00:48.792499+00:00,0.2285,990.7744999999999
82,82,82,18084.375567719897,2019-07-07T09:00:49.248999Z,3,h3,-1.7499999999999858,168.25,0.5745203231844098,h4,0.198,0.24,2019-07-07 09:00:49.249999+00:00,0.4575,991.2319999999999
83,83,83,18084.3755739236,2019-07-07T09:00:49.414999Z,3,h3,7.105427357601002e-15,170.0,0.5745203231844098,h4,0.032,0.072,2019-07-07 09:00:49.414999+00:00,0.165,991.3969999999998
85,85,85,18084.37558530092,2019-07-07T09:00:50.420999Z,3,h3,-1.7499999999999858,168.25,1.3020938792499492,h4,0.198,0.24,2019-07-07 09:00:50.421999+00:00,0.185,992.4039999999998
86,86,86,18084.37559449073,2019-07-07T09:00:51.192999Z,3,h3,1.4210854715202004e-14,170.0,1.014763939402147,h4,0.198,0.238,2019-07-07 09:00:51.192999+00:00,0.771,993.1749999999997
87,87,87,18084.37561732638,2019-07-07T09:00:53.187999Z,3,h3,1.4210854715202004e-14,170.0,0.9997600582480684,h4,0.198,0.238,2019-07-07 09:00:53.187999+00:00,1.995,995.1699999999997
88,88,88,18084.37562265045,2019-07-07T09:00:53.625998Z,3,h3,-7.105427357601002e-15,170.0,0.6690843236095283,h4,0.154,0.194,2019-07-07 09:00:53.625998+00:00,0.437999,995.6079989999997
89,89,89,18084.37562956017,2019-07-07T09:00:54.222999Z,3,h3,1.4210854715202004e-14,170.0,1.6472231890650648,h4,0.198,0.238,2019-07-07 09:00:54.222999+00:00,0.597001,996.2049999999997
90,90,90,18084.375642465267,2019-07-07T09:00:55.398999Z,3,h3,-7.105427357601002e-15,170.0,0.5357591741524994,h4,0.161,0.201,2019-07-07 09:00:55.398999+00:00,1.176,997.3809999999997
91,91,91,18084.37564741897,2019-07-07T09:00:55.765999Z,3,h3,1.4210854715202004e-14,170.0,1.0663063249892109,h4,0.198,0.238,2019-07-07 09:00:55.765999+00:00,0.367,997.7479999999997
92,92,92,18084.375662858783,2019-07-07T09:00:57.098999Z,3,h3,1.4210854715202004e-14,170.0,0.6176026068005712,h4,0.199,0.239,2019-07-07 09:00:57.098999+00:00,1.333,999.0809999999997
93,93,93,18084.375663599523,2019-07-07T09:00:57.184999Z,3,h3,7.105427357601002e-15,170.0,0.6176026068005712,h4,0.113,0.153,2019-07-07 09:00:57.184999+00:00,0.086,999.1669999999997
94,94,94,18084.37567138888,2019-07-07T09:00:57.858999Z,3,h3,1.4210854715202004e-14,170.0,0.6090657095200669,h4,0.2,0.24,2019-07-07 09:00:57.858999+00:00,0.674,999.8409999999997
95,95,95,18084.375675416657,2019-07-07T09:00:58.184999Z,3,h3,1.4210854715202004e-14,170.0,1.124327292396304,h4,0.198,0.238,2019-07-07 09:00:58.184999+00:00,0.326,1000.1669999999997
96,96,96,18084.37568681712,2019-07-07T09:00:59.169999Z,3,h3,-1.7499999999999858,168.25,0.8085769522550937,h4,0.198,0.24,2019-07-07 09:00:59.170999+00:00,0.986,1001.1529999999997
97,97,97,18084.375693368045,2019-07-07T09:00:59.735999Z,3,h3,1.4210854715202004e-14,170.0,0.9867250246020068,h4,0.198,0.238,2019-07-07 09:00:59.735999+00:00,0.565,1001.7179999999997
98,98,98,18084.37569782406,2019-07-07T09:01:00.092999Z,3,h3,1.4210854715202004e-14,170.0,0.584912401017228,h4,0.198,0.238,2019-07-07 09:01:00.092999+00:00,0.357,1002.0749999999997
99,99,99,18084.37571666665,2019-07-07T09:01:01.770999Z,3,h3,-1.7499999999999858,168.25,0.5654172071552448,h4,0.198,0.24,2019-07-07 09:01:01.771999+00:00,1.679,1003.7539999999997
100,100,100,18084.37573133101,2019-07-07T09:01:03.037999Z,3,h3,1.4210854715202004e-14,170.0,0.7799733494108474,h4,0.198,0.238,2019-07-07 09:01:03.037999+00:00,1.266,1005.0199999999996
101,101,101,18084.375741689804,2019-07-07T09:01:04.118999Z,3,h3,0.0,170.0,0.6584665515903836,h4,0.017,0.057,2019-07-07 09:01:04.118999+00:00,1.081,1006.1009999999997
102,102,102,18084.3757566898,2019-07-07T09:01:05.272999Z,3,h3,1.4210854715202004e-14,170.0,1.437979632806473,h4,0.133,0.173,2019-07-07 09:01:05.272999+00:00,0.029,1007.2549999999997
107,107,107,18084.375769421284,2019-07-07T09:01:06.332999Z,3,h3,-3.500000000000007,166.5,1.1105979720334576,h4,0.19,0.234,2019-07-07 09:01:06.334999+00:00,0.208,1008.3169999999997
109,109,109,18084.37577581017,2019-07-07T09:01:06.835999Z,3,h3,5.2499999999999964,175.25,1.572641323965174,h4,0.193,0.227,2019-07-07 09:01:06.832999+00:00,0.0925,1008.8149999999996
110,110,110,18084.375778287023,2019-07-07T09:01:07.077999Z,3,h3,7.875,177.875,0.9733765409462122,h4,0.19,0.221,2019-07-07 09:01:07.073499+00:00,0.2405,1009.0554999999996
111,111,111,18084.375786446748,2019-07-07T09:01:07.799999Z,3,h3,1.4210854715202004e-14,170.0,1.9388946235623168,h4,0.198,0.238,2019-07-07 09:01:07.799999+00:00,0.7265,1009.7819999999996
112,112,112,18084.375792592586,2019-07-07T09:01:08.308998Z,3,h3,1.4210854715202004e-14,170.0,1.8943321682611132,h4,0.198,0.238,2019-07-07 09:01:08.308998+00:00,0.508999,1010.2909989999996
113,113,113,18084.37579791666,2019-07-07T09:01:08.768999Z,3,h3,1.4210854715202004e-14,170.0,2.0181124422884,h4,0.198,0.238,2019-07-07 09:01:08.768999+00:00,0.460001,1010.7509999999996
114,114,114,18084.375797662025,2019-07-07T09:01:08.848999Z,3,h3,-7.105427357601002e-15,170.0,2.0181124422884,h4,0.118,0.158,2019-07-07 09:01:08.848999+00:00,0.015,1010.8309999999997
116,116,116,18084.375803148137,2019-07-07T09:01:09.242999Z,3,h3,175.87500000000003,345.875,1.164260543977728,h4,0.399,0.238,2019-07-07 09:01:09.142499+00:00,0.2935,1011.1244999999997
117,117,117,18084.375806261563,2019-07-07T09:01:09.512999Z,3,h3,1.4210854715202004e-14,170.0,1.9392114144649804,h4,0.198,0.238,2019-07-07 09:01:09.512999+00:00,0.3705,1011.4949999999997
118,118,118,18084.375833136564,2019-07-07T09:01:11.833999Z,3,h3,1.4210854715202004e-14,170.0,1.6104442183236407,h4,0.199,0.239,2019-07-07 09:01:11.833999+00:00,2.321,1013.8159999999997
119,119,119,18084.375845648137,2019-07-07T09:01:12.892999Z,3,h3,1.4210854715202004e-14,170.0,1.5316370519006193,h4,0.198,0.238,2019-07-07 09:01:12.892999+00:00,1.059,1014.8749999999997
120,120,120,18084.375845393508,2019-07-07T09:01:12.976999Z,3,h3,7.105427357601002e-15,170.0,1.5316370519006193,h4,0.114,0.154,2019-07-07 09:01:12.976999+00:00,0.084,1014.9589999999996
121,121,121,18084.375848680545,2019-07-07T09:01:13.154999Z,3,h3,1.4210854715202004e-14,170.0,1.522206500000558,h4,0.2,0.24,2019-07-07 09:01:13.154999+00:00,0.178,1015.1369999999996
122,122,122,18084.37585893517,2019-07-07T09:01:14.062999Z,3,h3,-1.7499999999999858,168.25,0.5297546348373315,h4,0.198,0.24,2019-07-07 09:01:14.063999+00:00,0.909,1016.0459999999996
123,123,123,18084.3761704861,2019-07-07T09:01:41.307999Z,3,h3,3.5000000000000213,173.50000000000003,0.5973387030889828,h4,0.2,0.236,2019-07-07 09:01:41.305999+00:00,27.242,1043.2879999999996
124,124,124,18084.376177627302,2019-07-07T09:01:41.582999Z,3,h3,3.5000000000000213,173.50000000000003,0.9437483528418762,h4,0.2,0.236,2019-07-07 09:01:41.580999+00:00,0.275,1043.5629999999996
125,125,125,18084.376329791656,2019-07-07T09:01:55.091999Z,3,h3,4.3749999999999964,174.375,0.8276335940500732,h4,0.199,0.234,2019-07-07 09:01:55.089499+00:00,13.5085,1057.0714999999996
126,126,126,18084.376343483786,2019-07-07T09:01:55.981999Z,3,h3,4.3749999999999964,174.375,0.924364269950122,h4,0.198,0.233,2019-07-07 09:01:55.979499+00:00,0.89,1057.9614999999997
127,127,127,18084.376353113414,2019-07-07T09:01:56.709999Z,3,h3,5.2499999999999964,175.25,0.5128122213558272,h4,0.2,0.234,2019-07-07 09:01:56.706999+00:00,0.7275,1058.6889999999996
128,128,128,18084.376351493043,2019-07-07T09:01:56.963999Z,3,h3,4.375000000000021,174.37500000000003,0.960945492081102,h4,0.2,0.235,2019-07-07 09:01:56.961499+00:00,0.2545,1058.9434999999996
129,129,129,18084.37637472221,2019-07-07T09:01:58.614999Z,3,h3,4.3749999999999964,174.375,0.61614456522476,h4,0.198,0.233,2019-07-07 09:01:58.612499+00:00,1.651,1060.5944999999997
130,130,130,18084.37637445601,2019-07-07T09:01:58.862999Z,3,h3,3.4999999999999964,173.5,0.3700237480282249,h4,0.196,0.232,2019-07-07 09:01:58.860999+00:00,0.2485,1060.8429999999996
131,131,131,18084.376390462952,2019-07-07T09:01:59.953999Z,3,h3,5.2499999999999964,175.25,0.551404156220452,h4,0.2,0.234,2019-07-07 09:01:59.950999+00:00,1.09,1061.9329999999995
132,132,132,18084.3763891898,2019-07-07T09:02:00.223999Z,3,h3,5.2499999999999964,175.25,0.5198245821005626,h4,0.2,0.234,2019-07-07 09:02:00.220999+00:00,0.27,1062.2029999999995
133,133,133,18084.376416527768,2019-07-07T09:02:02.216999Z,3,h3,-1.7499999999999858,168.25,0.3973352767013372,h4,0.198,0.24,2019-07-07 09:02:02.217999+00:00,1.9969999999999999,1064.1999999999996
134,134,134,18084.376607951377,2019-07-07T09:02:19.082999Z,3,h3,-1.7499999999999858,168.25,0.56811339135382,h4,0.198,0.24,2019-07-07 09:02:19.083999+00:00,16.866,1081.0659999999996
135,135,135,18084.376629027764,2019-07-07T09:02:20.599999Z,3,h3,1.4210854715202004e-14,170.0,0.7212663754451178,h4,0.198,0.238,2019-07-07 09:02:20.599999+00:00,1.516,1082.5819999999997
136,136,136,18084.37664429397,2019-07-07T09:02:21.960999Z,3,h3,7.0,177.0,0.6670643934932113,h4,0.198,0.23,2019-07-07 09:02:21.956999+00:00,1.357,1083.9389999999996
138,138,138,18084.376670057856,2019-07-07T09:02:24.122999Z,3,h3,-1.749999999999993,168.25,0.8751282086177361,h4,0.049,0.091,2019-07-07 09:02:24.123999+00:00,0.0755,1086.1059999999995
139,139,139,18084.376672696748,2019-07-07T09:02:24.350999Z,3,h3,1.4210854715202004e-14,170.0,2.056591614440576,h4,0.198,0.238,2019-07-07 09:02:24.350999+00:00,0.227,1086.3329999999996
140,140,140,18084.37668872684,2019-07-07T09:02:25.757999Z,3,h3,1.4210854715202004e-14,170.0,1.0514344714893964,h4,0.198,0.238,2019-07-07 09:02:25.757999+00:00,1.407,1087.7399999999996
141,141,141,18084.37668872684,2019-07-07T09:02:25.862999Z,3,h3,-7.105427357601002e-15,170.0,1.0514344714893964,h4,0.093,0.133,2019-07-07 09:02:25.862999+00:00,0.105,1087.8449999999996
142,142,142,18084.376697777767,2019-07-07T09:02:26.539999Z,3,h3,1.4210854715202004e-14,170.0,1.0923779850405708,h4,0.198,0.238,2019-07-07 09:02:26.539999+00:00,0.677,1088.5219999999995
143,143,143,18084.37670151619,2019-07-07T09:02:26.862999Z,3,h3,11.375000000000004,181.375,0.811684252968552,h4,0.119,0.146,2019-07-07 09:02:26.856499+00:00,0.3165,1088.8384999999994
144,144,144,18084.37670520832,2019-07-07T09:02:27.163999Z,3,h3,-1.7499999999999858,168.25,0.608299107169281,h4,0.198,0.24,2019-07-07 09:02:27.164999+00:00,0.3085,1089.1469999999995
145,145,145,18084.376707719894,2019-07-07T09:02:27.398999Z,3,h3,168.00000000000003,338.0,1.1385686046347598,h4,0.39,0.238,2019-07-07 09:02:27.302999+00:00,0.138,1089.2849999999994
146,146,146,18084.376707719894,2019-07-07T09:02:27.588999Z,3,h3,166.25000000000003,336.25,1.1385686046347598,h4,0.198,0.048,2019-07-07 09:02:27.493999+00:00,0.191,1089.4759999999994
