,h3_h3_dt,h3_h3_depth,id,h3_h4_dt,h3_h4_depth,h3_h5_dt,h3_h5_depth,h3_h6_dt,h3_h6_depth,h4_h3_dt,h4_h3_depth,h4_h4_dt,h4_h4_depth,h4_h5_dt,h4_h5_depth,h4_h6_dt,h4_h6_depth,h5_h3_dt,h5_h3_depth,h5_h4_dt,h5_h4_depth,h5_h5_dt,h5_h5_depth,h5_h6_dt,h5_h6_depth,h6_h3_dt,h6_h3_depth,h6_h4_dt,h6_h4_depth,h6_h5_dt,h6_h5_depth,h6_h6_dt,h6_h6_depth
62,0.0,,62,-0.031,177.875,-0.07200000000000001,142.0,-0.11200000000000002,106.99999999999999,0.031,247.875,0.0,,-0.04100000000000001,239.125,-0.08100000000000002,204.125,0.07200000000000001,282.0,0.04100000000000001,309.125,0.0,,-0.04000000000000001,310.0,0.11200000000000002,317.0,0.08100000000000002,344.125,0.04000000000000001,380.0,0.0,
63,0.0,,63,0.188,369.5,0.14700000000000002,333.625,0.10300000000000001,295.125,-0.188,439.5,0.0,,-0.040999999999999995,239.125,-0.085,200.625,-0.14700000000000002,473.625,0.040999999999999995,309.125,0.0,,-0.044000000000000004,306.5,-0.10300000000000001,505.125,0.085,340.625,0.044000000000000004,376.5,0.0,
64,0.0,,64,-0.0010000000000000009,204.125,0.183,365.125,0.182,364.25,0.0010000000000000009,274.125,0.0,,0.184,436.0,0.183,435.125,-0.183,505.125,-0.184,506.0,0.0,,-0.0010000000000000009,344.125,-0.182,574.25,-0.183,575.125,0.0010000000000000009,414.125,0.0,
65,0.0,,65,-0.032,177.0,-0.057999999999999996,154.25,0.023999999999999994,226.0,0.032,247.0,0.0,,-0.025999999999999995,252.25,0.055999999999999994,324.0,0.057999999999999996,294.25,0.025999999999999995,322.25,0.0,,0.08199999999999999,416.75,-0.023999999999999994,436.0,-0.055999999999999994,464.0,-0.08199999999999999,486.75,0.0,
66,0.0,,66,0.195,375.625,0.15000000000000002,336.25,0.101,293.375,-0.195,445.625,0.0,,-0.045,235.625,-0.094,192.75,-0.15000000000000002,476.25,0.045,305.625,0.0,,-0.049,302.125,-0.101,503.375,0.094,332.75,0.049,372.125,0.0,
67,0.0,,67,-0.029999999999999985,178.75,0.03,231.25,0.106,297.75,0.029999999999999985,248.75,0.0,,0.059999999999999984,327.5,0.13599999999999998,394.0,-0.03,371.25,-0.059999999999999984,397.5,0.0,,0.076,411.5,-0.106,507.75,-0.13599999999999998,534.0,-0.076,481.5,0.0,
68,0.0,,68,0.193,373.875,0.14100000000000001,328.375,0.19,371.25,-0.193,443.875,0.0,,-0.052000000000000005,229.5,-0.003,272.375,-0.14100000000000001,468.375,0.052000000000000005,299.5,0.0,,0.049,387.875,-0.19,581.25,0.003,412.375,-0.049,457.875,0.0,
69,0.0,,69,0.0,205.0,0.158,343.25,0.117,307.375,0.0,275.0,0.0,,0.158,413.25,0.117,377.375,-0.158,483.25,-0.158,483.25,0.0,,-0.041,309.125,-0.117,517.375,-0.117,517.375,0.041,379.125,0.0,
70,0.0,,70,0.131,319.625,-0.0040000000000000036,201.5,0.182,364.25,-0.131,389.625,0.0,,-0.135,156.875,0.051000000000000004,319.625,0.0040000000000000036,341.5,0.135,226.875,0.0,,0.186,507.75,-0.182,574.25,-0.051000000000000004,459.625,-0.186,577.75,0.0,
71,0.0,,71,0.192,373.0,0.195,375.625,0.181,363.375,-0.192,443.0,0.0,,0.003,277.625,-0.011000000000000001,265.375,-0.195,515.625,-0.003,347.625,0.0,,-0.014000000000000002,332.75,-0.181,573.375,0.011000000000000001,405.375,0.014000000000000002,402.75,0.0,
