,Unnamed: 0,id,datetime,obs_dt,phone_number,arrival_hydrophone,relative_depth,depth,max_amp,second_hydrophone,t1,t2,origin_time,t,ct
15,15,15,18093.920939340263,2019-07-16T22:06:08.960000Z,3,h3,4.375000000000021,174.37500000000003,0.6702240530221378,h4,0.2,0.235,2019-07-16 22:06:08.957500+00:00,1.9325,382.769
16,16,16,18093.921571909712,2019-07-16T22:07:03.681000Z,3,h3,10.500000000000004,180.5,0.3297976860988469,h4,0.198,0.226,2019-07-16 22:07:03.675000+00:00,54.7175,437.4865
17,17,17,18093.92174224536,2019-07-16T22:07:18.489000Z,3,h3,10.500000000000004,180.5,0.3848583391089073,h4,0.198,0.226,2019-07-16 22:07:18.483000+00:00,14.808,452.29449999999997
18,18,18,18093.9217763773,2019-07-16T22:07:21.348000Z,3,h3,12.250000000000004,182.25,0.5523772758284595,h4,0.198,0.224,2019-07-16 22:07:21.341000+00:00,2.858,455.1525
19,19,19,18093.921808368043,2019-07-16T22:07:24.127000Z,3,h3,13.125000000000004,183.125,0.3611913857845757,h4,0.198,0.223,2019-07-16 22:07:24.119500+00:00,2.7785,457.931
20,20,20,18093.9219224074,2019-07-16T22:07:33.946000Z,3,h3,14.875000000000009,184.875,0.5643077918157683,h4,0.199,0.222,2019-07-16 22:07:33.937500+00:00,9.818,467.74899999999997
21,21,21,18093.921982268508,2019-07-16T22:07:39.119000Z,3,h3,14.875000000000009,184.875,0.603829572358774,h4,0.199,0.222,2019-07-16 22:07:39.110500+00:00,5.173,472.92199999999997
22,22,22,18093.922575046283,2019-07-16T22:08:30.364000Z,3,h3,21.00000000000001,191.0,0.2807685663008238,h4,0.192,0.208,2019-07-16 22:08:30.352000+00:00,51.2415,524.1635
23,23,23,18093.92358028934,2019-07-16T22:09:57.229000Z,3,h3,28.875000000000018,198.87500000000003,0.7682720038518852,h4,0.198,0.205,2019-07-16 22:09:57.212500+00:00,86.8605,611.024
274,274,274,18093.92358028934,2019-07-16T22:09:57.236000Z,4,h4,28.874999999999996,198.875,0.7416400661470969,h3,0.198,0.191,2019-07-16 22:09:57.219500+00:00,0.007,611.031
24,24,24,18093.92398939814,2019-07-16T22:10:32.598000Z,3,h3,33.25,203.25,0.6080285609508627,h4,0.198,0.2,2019-07-16 22:10:32.579000+00:00,35.3595,646.3905
275,275,275,18093.923989398136,2019-07-16T22:10:32.600000Z,4,h4,33.25,203.25,0.9907089628023622,h3,0.198,0.196,2019-07-16 22:10:32.581000+00:00,0.002,646.3924999999999
276,276,276,18093.92423894675,2019-07-16T22:10:54.163000Z,4,h4,35.0,205.0,1.1559316538372988,h3,0.2,0.2,2019-07-16 22:10:54.143000+00:00,21.562,667.9544999999999
25,25,25,18093.924238946747,2019-07-16T22:10:54.164000Z,3,h3,35.0,205.0,0.6354987092242377,h4,0.199,0.199,2019-07-16 22:10:54.144000+00:00,0.001,667.9554999999999
277,277,277,18093.92424287036,2019-07-16T22:10:54.502000Z,4,h4,35.0,205.0,0.4814454317759201,h3,0.2,0.2,2019-07-16 22:10:54.482000+00:00,0.338,668.2934999999999
279,279,279,18093.9249329398,2019-07-16T22:11:54.283000Z,4,h4,41.125,211.125,0.2552218084331653,h3,0.021,0.028,2019-07-16 22:11:54.259500+00:00,0.698,728.0709999999999
280,280,280,18093.925249837957,2019-07-16T22:12:21.463000Z,4,h4,43.74999999999999,213.75,0.5524396121250128,h3,0.2,0.21,2019-07-16 22:12:21.438000+00:00,27.1785,755.2494999999999
281,281,281,18093.92525724536,2019-07-16T22:12:22.260000Z,4,h4,44.62500000000001,214.625,0.3075439176310377,h3,0.059,0.07,2019-07-16 22:12:22.234500+00:00,0.7965,756.0459999999999
282,282,282,18093.92528462962,2019-07-16T22:12:24.506000Z,4,h4,44.62499999999999,214.625,0.8170107638223476,h3,0.2,0.211,2019-07-16 22:12:24.480500+00:00,2.246,758.2919999999999
26,26,26,18093.92528462962,2019-07-16T22:12:24.519000Z,3,h3,44.62500000000001,214.625,0.3820804296284164,h4,0.198,0.187,2019-07-16 22:12:24.493500+00:00,0.013,758.305
283,283,283,18093.925284560173,2019-07-16T22:12:24.659000Z,4,h4,44.625,214.625,0.8170107638223476,h3,0.047,0.058,2019-07-16 22:12:24.633500+00:00,0.14,758.4449999999999
284,284,284,18093.925290231477,2019-07-16T22:12:24.953000Z,4,h4,45.49999999999999,215.5,0.7346247118771994,h3,0.2,0.212,2019-07-16 22:12:24.927000+00:00,0.2935,758.7384999999999
286,286,286,18093.925306365727,2019-07-16T22:12:26.363000Z,4,h4,44.62499999999999,214.625,0.4195195624037867,h3,0.2,0.211,2019-07-16 22:12:26.337500+00:00,1.1935,760.1489999999999
287,287,287,18093.92576384258,2019-07-16T22:13:05.896000Z,4,h4,49.87499999999999,219.875,0.3037375416067795,h3,0.2,0.217,2019-07-16 22:13:05.867500+00:00,39.53,799.6789999999999
288,288,288,18093.92576701388,2019-07-16T22:13:06.187000Z,4,h4,48.99999999999999,219.0,1.983444611772908,h3,0.2,0.216,2019-07-16 22:13:06.159000+00:00,0.2915,799.9704999999999
27,27,27,18093.92576701388,2019-07-16T22:13:06.204000Z,3,h3,49.000000000000014,219.0,0.7458274871738546,h4,0.199,0.183,2019-07-16 22:13:06.176000+00:00,0.017,799.9875
780,780,780,18093.92576701388,2019-07-16T22:13:06.228000Z,5,h5,0.8749999999999929,240.875,0.6404344685411139,h4,0.198,0.159,2019-07-16 22:13:06.227500+00:00,0.0515,800.039
289,289,289,18093.926189999987,2019-07-16T22:13:42.736000Z,4,h4,52.49999999999999,222.5,0.9504224242029156,h3,0.2,0.22,2019-07-16 22:13:42.706000+00:00,36.4785,836.5174999999999
290,290,290,18093.926480324066,2019-07-16T22:14:07.820000Z,4,h4,55.12499999999999,225.125,2.872444766985443,h3,0.2,0.223,2019-07-16 22:14:07.788500+00:00,25.0825,861.5999999999999
28,28,28,18093.926480324066,2019-07-16T22:14:07.845000Z,3,h3,55.125000000000014,225.125,0.8075066309288501,h4,0.198,0.175,2019-07-16 22:14:07.813500+00:00,0.025,861.6249999999999
781,781,781,18093.926480324066,2019-07-16T22:14:07.861000Z,5,h5,0.8749999999999929,240.875,0.7736598213449013,h4,0.198,0.159,2019-07-16 22:14:07.860500+00:00,0.047,861.6719999999999
291,291,291,18093.92663745369,2019-07-16T22:14:21.393000Z,4,h4,57.75,227.75,0.4743961478361934,h3,0.2,0.226,2019-07-16 22:14:21.360000+00:00,13.4995,875.1714999999999
292,292,292,18093.92664408564,2019-07-16T22:14:21.959000Z,4,h4,57.75,227.75,0.6251498976446743,h3,0.2,0.226,2019-07-16 22:14:21.926000+00:00,0.566,875.7375
293,293,293,18093.926644004616,2019-07-16T22:14:22.093000Z,4,h4,58.625,228.625,0.6251498976446743,h3,0.064,0.091,2019-07-16 22:14:22.059500+00:00,0.1335,875.871
294,294,294,18093.92667924767,2019-07-16T22:14:25.004000Z,4,h4,58.625,228.625,1.1533482972551354,h3,0.2,0.227,2019-07-16 22:14:24.970500+00:00,2.911,878.7819999999999
295,295,295,18093.92693435184,2019-07-16T22:14:47.045000Z,4,h4,59.5,229.5,0.4254265417050385,h3,0.2,0.228,2019-07-16 22:14:47.011000+00:00,22.0405,900.8224999999999
296,296,296,18093.927404074064,2019-07-16T22:15:27.632000Z,4,h4,64.75,234.75,0.3816214982192424,h3,0.2,0.234,2019-07-16 22:15:27.595000+00:00,40.584,941.4064999999998
297,297,297,18093.92740833332,2019-07-16T22:15:27.997000Z,4,h4,65.62499999999997,235.625,1.2798973637882358,h3,0.2,0.235,2019-07-16 22:15:27.959500+00:00,0.3645,941.7709999999998
29,29,29,18093.92740833332,2019-07-16T22:15:28.032000Z,3,h3,65.625,235.625,0.490381189791353,h4,0.2,0.165,2019-07-16 22:15:27.994500+00:00,0.035,941.8059999999998
782,782,782,18093.92740833333,2019-07-16T22:15:28.038000Z,5,h5,0.8749999999999929,240.875,0.5102245406663739,h4,0.198,0.159,2019-07-16 22:15:28.037500+00:00,0.043,941.8489999999998
298,298,298,18093.92740833332,2019-07-16T22:15:28.114000Z,4,h4,65.62499999999999,235.625,1.2798973637882358,h3,0.083,0.118,2019-07-16 22:15:28.076500+00:00,0.039,941.8879999999998
299,299,299,18093.92741281249,2019-07-16T22:15:28.270000Z,4,h4,42.00000000000001,282.0,0.4308892048520851,h5,0.399,0.391,2019-07-16 22:15:28.246000+00:00,0.1695,942.0574999999998
300,300,300,18093.927411666653,2019-07-16T22:15:28.421000Z,4,h4,63.875,233.875,0.3697935938703093,h3,0.01,0.043,2019-07-16 22:15:28.384500+00:00,0.1385,942.1959999999998
301,301,301,18093.927724074063,2019-07-16T22:15:55.280000Z,4,h4,66.49999999999997,236.5,1.0934024125409256,h3,0.2,0.236,2019-07-16 22:15:55.242000+00:00,26.8575,969.0534999999998
783,783,783,18093.927724074063,2019-07-16T22:15:55.320000Z,5,h5,1.749999999999993,241.75,0.5607185743370477,h4,0.198,0.16,2019-07-16 22:15:55.319000+00:00,0.077,969.1304999999998
302,302,302,18093.927724074063,2019-07-16T22:15:55.358000Z,4,h4,67.375,237.375,1.0934024125409256,h3,0.121,0.158,2019-07-16 22:15:55.319500+00:00,0.0005,969.1309999999997
304,304,304,18093.927932523133,2019-07-16T22:16:13.287000Z,4,h4,0.8750000000000213,240.87500000000003,0.2545103016611554,h5,0.2,0.239,2019-07-16 22:16:13.286500+00:00,0.503,987.0979999999998
305,305,305,18093.92846148147,2019-07-16T22:16:58.995000Z,4,h4,5.2499999999999964,245.25,1.0769779302972795,h5,0.2,0.234,2019-07-16 22:16:58.992000+00:00,45.7055,1032.8034999999998
306,306,306,18093.928676678228,2019-07-16T22:17:17.593000Z,4,h4,7.0,247.0,0.7129683468756784,h5,0.2,0.232,2019-07-16 22:17:17.589000+00:00,18.597,1051.4004999999997
307,307,307,18093.928683020826,2019-07-16T22:17:18.140000Z,4,h4,7.875,247.875,0.7546795039049976,h5,0.198,0.229,2019-07-16 22:17:18.135500+00:00,0.5465,1051.9469999999997
308,308,308,18093.928868425915,2019-07-16T22:17:34.160000Z,4,h4,10.500000000000004,250.5,1.07400414774228,h5,0.2,0.228,2019-07-16 22:17:34.154000+00:00,16.0185,1067.9654999999996
310,310,310,18093.928875486097,2019-07-16T22:17:34.770000Z,4,h4,10.500000000000004,250.5,1.2448522040452137,h5,0.2,0.228,2019-07-16 22:17:34.764000+00:00,0.2035,1068.5754999999997
311,311,311,18093.92887534721,2019-07-16T22:17:35.021000Z,4,h4,8.75,248.75,1.0636850235557502,h5,0.199,0.229,2019-07-16 22:17:35.016000+00:00,0.252,1068.8274999999996
312,312,312,18093.92887835647,2019-07-16T22:17:35.205000Z,4,h4,9.625,249.625,1.0636850235557502,h5,0.014,0.043,2019-07-16 22:17:35.199500+00:00,0.1835,1069.0109999999997
313,313,313,18093.92888835647,2019-07-16T22:17:35.883000Z,4,h4,10.500000000000004,250.5,1.1973494294541496,h5,0.199,0.227,2019-07-16 22:17:35.877000+00:00,0.6775,1069.6884999999997
314,314,314,18093.92893596064,2019-07-16T22:17:39.999000Z,4,h4,12.250000000000004,252.25,2.4946736531366103,h5,0.2,0.226,2019-07-16 22:17:39.992000+00:00,4.115,1073.8034999999998
784,784,784,18093.92893596064,2019-07-16T22:17:40.027000Z,5,h5,12.24999999999998,252.25,0.6959216713567942,h4,0.198,0.172,2019-07-16 22:17:40.020000+00:00,0.028,1073.8314999999998
315,315,315,18093.929355011565,2019-07-16T22:18:16.209000Z,4,h4,14.875000000000009,254.875,0.7573539971506307,h5,0.2,0.223,2019-07-16 22:18:16.200500+00:00,36.1805,1110.0119999999997
316,316,316,18093.929384050916,2019-07-16T22:18:18.715000Z,4,h4,15.750000000000009,255.75,0.9376217648588184,h5,0.2,0.222,2019-07-16 22:18:18.706000+00:00,2.5055,1112.5174999999997
317,317,317,18093.93015890045,2019-07-16T22:19:25.675000Z,4,h4,21.87500000000001,261.875,0.6257027496275258,h5,0.198,0.213,2019-07-16 22:19:25.662500+00:00,66.9565,1179.4739999999997
318,318,318,18093.930712997677,2019-07-16T22:20:13.554000Z,4,h4,27.125000000000018,267.125,0.6787996979168406,h5,0.199,0.208,2019-07-16 22:20:13.538500+00:00,47.876,1227.3499999999997
319,319,319,18093.930712997677,2019-07-16T22:20:13.735000Z,4,h4,23.625,263.625,0.6787996979168406,h5,0.014,0.027,2019-07-16 22:20:13.721500+00:00,0.183,1227.5329999999997
785,785,785,18093.930712997677,2019-07-16T22:20:13.744000Z,5,h5,27.125,267.125,0.7445432881244971,h4,0.017,0.008,2019-07-16 22:20:13.728500+00:00,0.007,1227.5399999999997
320,320,320,18093.93071906249,2019-07-16T22:20:14.078000Z,4,h4,27.125000000000018,267.125,0.327402051839305,h5,0.198,0.207,2019-07-16 22:20:14.062500+00:00,0.334,1227.8739999999998
321,321,321,18093.93092552082,2019-07-16T22:20:31.915000Z,4,h4,28.875000000000018,268.875,0.364093237654531,h5,0.198,0.205,2019-07-16 22:20:31.898500+00:00,17.836,1245.7099999999998
322,322,322,18093.93094458332,2019-07-16T22:20:33.566000Z,4,h4,28.875000000000018,268.875,1.0948384982174153,h5,0.198,0.205,2019-07-16 22:20:33.549500+00:00,1.651,1247.3609999999999
786,786,786,18093.93094458332,2019-07-16T22:20:33.573000Z,5,h5,28.874999999999996,268.875,1.5299475635769473,h4,0.198,0.191,2019-07-16 22:20:33.556500+00:00,0.007,1247.368
1069,1069,1069,18093.93099437499,2019-07-16T22:20:37.917999Z,6,h6,35.0,345.0,0.1453796493276627,h5,0.196,0.196,2019-07-16 22:20:37.897999+00:00,4.341499,1251.709499
30,30,30,18093.93099437499,2019-07-16T22:20:37.918000Z,3,h3,35.0,205.0,0.1574431730845346,h4,0.196,0.196,2019-07-16 22:20:37.898000+00:00,1e-06,1251.7095000000002
323,323,323,18093.93099437499,2019-07-16T22:20:37.918000Z,4,h4,35.0,205.0,0.1487541192414287,h3,0.196,0.196,2019-07-16 22:20:37.898000+00:00,0.0,1251.7095000000002
787,787,787,18093.93099437499,2019-07-16T22:20:37.918000Z,5,h5,35.0,275.0,0.1554422276639621,h4,0.196,0.196,2019-07-16 22:20:37.898000+00:00,0.0,1251.7095000000002
1070,1070,1070,18093.930996956005,2019-07-16T22:20:38.137999Z,6,h6,35.0,345.0,0.3222566787372382,h5,0.199,0.199,2019-07-16 22:20:38.117999+00:00,0.219999,1251.929499
788,788,788,18093.930996956005,2019-07-16T22:20:38.138000Z,5,h5,35.0,275.0,0.3187492418417723,h4,0.199,0.199,2019-07-16 22:20:38.118000+00:00,1e-06,1251.9295000000002
324,324,324,18093.930996956005,2019-07-16T22:20:38.138000Z,4,h4,35.0,205.0,0.318751635092356,h3,0.199,0.199,2019-07-16 22:20:38.118000+00:00,0.0,1251.9295000000002
31,31,31,18093.930996956005,2019-07-16T22:20:38.138000Z,3,h3,35.0,205.0,0.3468472303722215,h4,0.199,0.199,2019-07-16 22:20:38.118000+00:00,0.0,1251.9295000000002
789,789,789,18093.93175163193,2019-07-16T22:21:43.300000Z,5,h5,36.75,276.75,0.4626532349895169,h4,0.2,0.202,2019-07-16 22:21:43.279000+00:00,65.161,1317.0905000000002
325,325,325,18093.93175163193,2019-07-16T22:21:43.304000Z,4,h4,36.75,276.75,0.4009938272117294,h5,0.198,0.196,2019-07-16 22:21:43.283000+00:00,0.004,1317.0945000000002
790,790,790,18093.932092800915,2019-07-16T22:22:13.012000Z,5,h5,41.99999999999999,282.0,0.9793929239931728,h4,0.198,0.206,2019-07-16 22:22:12.988000+00:00,29.705,1346.7995
326,326,326,18093.932092824063,2019-07-16T22:22:13.018000Z,4,h4,42.00000000000001,282.0,0.2469106302394595,h5,0.2,0.192,2019-07-16 22:22:12.994000+00:00,0.006,1346.8055000000002
791,791,791,18093.93228497684,2019-07-16T22:22:29.611000Z,5,h5,43.74999999999999,283.75,0.6705479389367669,h4,0.2,0.21,2019-07-16 22:22:29.586000+00:00,16.592,1363.3975000000003
793,793,793,18093.932552962957,2019-07-16T22:22:52.534000Z,5,h5,45.49999999999999,285.5,0.7961564039810316,h4,0.2,0.212,2019-07-16 22:22:52.508000+00:00,22.885,1386.3195000000003
327,327,327,18093.932551712955,2019-07-16T22:22:52.548000Z,4,h4,45.50000000000001,285.5,0.4578948625328839,h5,0.198,0.186,2019-07-16 22:22:52.522000+00:00,0.014,1386.3335000000002
794,794,794,18093.932552627302,2019-07-16T22:22:52.737000Z,5,h5,28.875,338.875,0.5266788602912937,h6,0.003,0.01,2019-07-16 22:22:52.720500+00:00,0.1985,1386.5320000000002
795,795,795,18093.93273854165,2019-07-16T22:23:08.775000Z,5,h5,47.24999999999999,287.25,0.6735584800183086,h4,0.2,0.214,2019-07-16 22:23:08.748000+00:00,16.0275,1402.5595
328,328,328,18093.93273854166,2019-07-16T22:23:08.789000Z,4,h4,47.250000000000014,287.25,0.5336171859370197,h5,0.2,0.186,2019-07-16 22:23:08.762000+00:00,0.014,1402.5735
797,797,797,18093.9333086574,2019-07-16T22:23:57.826000Z,5,h5,54.24999999999999,294.25,1.025176587336568,h4,0.2,0.222,2019-07-16 22:23:57.795000+00:00,20.9095,1451.6064999999999
329,329,329,18093.9333086574,2019-07-16T22:23:57.848000Z,4,h4,54.250000000000014,294.25,0.3533047922923517,h5,0.2,0.178,2019-07-16 22:23:57.817000+00:00,0.022,1451.6284999999998
798,798,798,18093.93331239582,2019-07-16T22:23:57.992000Z,5,h5,54.25,294.25,1.025176587336568,h4,0.032,0.054,2019-07-16 22:23:57.961000+00:00,0.144,1451.7724999999998
802,802,802,18093.93336730323,2019-07-16T22:24:03.070000Z,5,h5,54.24999999999999,294.25,0.5814392431317821,h4,0.2,0.222,2019-07-16 22:24:03.039000+00:00,2.5365,1456.8504999999998
803,803,803,18093.933996539337,2019-07-16T22:24:57.102000Z,5,h5,59.5,299.5,0.6764703783678729,h4,0.199,0.227,2019-07-16 22:24:57.068000+00:00,54.029,1510.8794999999998
804,804,804,18093.933994710635,2019-07-16T22:24:57.222000Z,5,h5,59.5,299.5,0.6764703783678729,h4,0.079,0.107,2019-07-16 22:24:57.188000+00:00,0.12,1510.9994999999997
805,805,805,18093.933996006934,2019-07-16T22:24:57.449000Z,5,h5,63.875,303.875,0.7015438811674881,h4,0.2,0.233,2019-07-16 22:24:57.412500+00:00,0.2245,1511.2239999999997
807,807,807,18093.934006319432,2019-07-16T22:24:57.947000Z,5,h5,35.0,275.0,0.3980436789791224,h4,0.399,0.399,2019-07-16 22:24:57.927000+00:00,0.3955,1511.7384999999997
808,808,808,18093.934013136564,2019-07-16T22:24:58.696000Z,5,h5,61.25,301.25,0.5812575159617712,h4,0.199,0.229,2019-07-16 22:24:58.661000+00:00,0.734,1512.4724999999996
810,810,810,18093.93401850693,2019-07-16T22:24:59.157000Z,5,h5,59.5,299.5,1.1421813101105536,h4,0.2,0.228,2019-07-16 22:24:59.123000+00:00,0.3175,1512.9344999999998
811,811,811,18093.9340211111,2019-07-16T22:24:59.382000Z,5,h5,59.5,299.5,2.705561427427784,h4,0.2,0.228,2019-07-16 22:24:59.348000+00:00,0.225,1513.1594999999998
330,330,330,18093.93402108795,2019-07-16T22:24:59.412000Z,4,h4,59.5,299.5,0.770832725974732,h5,0.198,0.17,2019-07-16 22:24:59.378000+00:00,0.03,1513.1894999999997
812,812,812,18093.93402108795,2019-07-16T22:24:59.536000Z,5,h5,60.375,300.375,2.705561427427784,h4,0.045,0.074,2019-07-16 22:24:59.501500+00:00,0.077501,1513.3129999999996
813,813,813,18093.934346805545,2019-07-16T22:25:27.524000Z,5,h5,63.875,303.875,0.759896356184544,h4,0.2,0.233,2019-07-16 22:25:27.487500+00:00,27.986,1541.2989999999998
814,814,814,18093.934346805545,2019-07-16T22:25:27.625000Z,5,h5,62.125,302.125,0.759896356184544,h4,0.099,0.13,2019-07-16 22:25:27.589500+00:00,0.102,1541.4009999999998
815,815,815,18093.934352557862,2019-07-16T22:25:28.019000Z,5,h5,63.875,303.875,0.7226565098010929,h4,0.2,0.233,2019-07-16 22:25:27.982500+00:00,0.393,1541.7939999999999
816,816,816,18093.93468899305,2019-07-16T22:25:57.104000Z,5,h5,66.5,306.5,0.6855595873580581,h4,0.183,0.219,2019-07-16 22:25:57.066000+00:00,29.0835,1570.8774999999998
817,817,817,18093.93468899304,2019-07-16T22:25:57.204000Z,5,h5,66.5,306.5,0.6855595873580581,h4,0.083,0.119,2019-07-16 22:25:57.166000+00:00,0.1,1570.9774999999997
820,820,820,18093.935051944434,2019-07-16T22:26:28.448000Z,5,h5,69.12499999999997,309.125,3.3062050118385464,h4,0.198,0.237,2019-07-16 22:26:28.408500+00:00,0.669,1602.2199999999998
331,331,331,18093.935051944434,2019-07-16T22:26:28.487000Z,4,h4,69.125,309.125,0.4300373874051134,h5,0.198,0.159,2019-07-16 22:26:28.447500+00:00,0.039,1602.2589999999998
821,821,821,18093.935194305544,2019-07-16T22:26:40.750000Z,5,h5,1.750000000000021,311.75,0.8696490824134164,h6,0.2,0.238,2019-07-16 22:26:40.749000+00:00,12.258001,1614.5604999999998
822,822,822,18093.935198564806,2019-07-16T22:26:41.269000Z,5,h5,7.105427357601002e-15,310.0,0.8937480988203903,h6,0.047,0.087,2019-07-16 22:26:41.269000+00:00,0.52,1615.0804999999998
824,824,824,18093.935210868043,2019-07-16T22:26:42.181000Z,5,h5,1.750000000000021,311.75,1.195698060943282,h6,0.2,0.238,2019-07-16 22:26:42.180000+00:00,0.558,1615.9914999999999
826,826,826,18093.93522181712,2019-07-16T22:26:43.125000Z,5,h5,1.4210854715202004e-14,310.0,0.6429848538077203,h6,0.2,0.24,2019-07-16 22:26:43.125000+00:00,0.6545,1616.9365
827,827,827,18093.93529780092,2019-07-16T22:26:49.693000Z,5,h5,2.6250000000000213,312.625,2.1440252980233687,h6,0.2,0.237,2019-07-16 22:26:49.691500+00:00,6.5665,1623.503
1073,1073,1073,18093.93529780092,2019-07-16T22:26:49.731999Z,6,h6,2.624999999999993,312.625,0.5125951064466088,h5,0.198,0.161,2019-07-16 22:26:49.730499+00:00,0.038999,1623.541999
829,829,829,18093.935505104157,2019-07-16T22:27:07.604000Z,5,h5,2.6250000000000213,312.625,0.9030484629393314,h6,0.2,0.237,2019-07-16 22:27:07.602500+00:00,1.7555,1641.414
831,831,831,18093.936125185173,2019-07-16T22:28:01.188000Z,5,h5,10.500000000000004,320.5,1.4737909628202763,h6,0.2,0.228,2019-07-16 22:28:01.182000+00:00,19.8295,1694.9935
1074,1074,1074,18093.936125185173,2019-07-16T22:28:01.218999Z,6,h6,10.500000000000004,320.5,0.5312299319956671,h5,0.197,0.169,2019-07-16 22:28:01.212999+00:00,0.030999,1695.024499
833,833,833,18093.936128124988,2019-07-16T22:28:01.585000Z,5,h5,10.499999999999996,320.5,0.9844561451134968,h6,0.057,0.085,2019-07-16 22:28:01.579000+00:00,0.1755,1695.3905000000002
834,834,834,18093.93612978008,2019-07-16T22:28:01.774000Z,5,h5,5.2499999999999964,315.25,0.9844561451134968,h6,0.005,0.039,2019-07-16 22:28:01.771000+00:00,0.192,1695.5825000000002
835,835,835,18093.936131967585,2019-07-16T22:28:01.900000Z,5,h5,10.500000000000004,320.5,0.6961612906962151,h6,0.074,0.102,2019-07-16 22:28:01.894000+00:00,0.123,1695.7055000000003
836,836,836,18093.93613645832,2019-07-16T22:28:02.162000Z,5,h5,10.500000000000004,320.5,1.795423504987014,h6,0.2,0.228,2019-07-16 22:28:02.156000+00:00,0.262,1695.9675000000002
1075,1075,1075,18093.936136458324,2019-07-16T22:28:02.191999Z,6,h6,10.500000000000004,320.5,0.5201193669235179,h5,0.198,0.17,2019-07-16 22:28:02.185999+00:00,0.029999,1695.9974990000003
837,837,837,18093.93616292823,2019-07-16T22:28:04.447000Z,5,h5,8.75,318.75,1.0430060714608846,h6,0.2,0.23,2019-07-16 22:28:04.442000+00:00,2.256001,1698.2535000000003
838,838,838,18093.93647140045,2019-07-16T22:28:31.316000Z,5,h5,35.0,275.0,0.3743496646753382,h4,0.013,0.013,2019-07-16 22:28:31.296000+00:00,26.854,1725.1075000000003
840,840,840,18093.93647728008,2019-07-16T22:28:31.758000Z,5,h5,7.875,247.875,0.8889628130314777,h4,0.11,0.079,2019-07-16 22:28:31.753500+00:00,0.072,1725.5650000000003
842,842,842,18093.937267905083,2019-07-16T22:29:39.931000Z,5,h5,21.00000000000001,331.0,0.7518772311232933,h6,0.2,0.216,2019-07-16 22:29:39.919000+00:00,67.9425,1793.7305000000001
843,843,843,18093.93770675925,2019-07-16T22:30:17.855000Z,5,h5,25.37500000000001,335.375,1.501285741162944,h6,0.198,0.209,2019-07-16 22:30:17.840500+00:00,37.9215,1831.652
1076,1076,1076,18093.93770675925,2019-07-16T22:30:17.865999Z,6,h6,25.374999999999996,335.375,1.0815405637130426,h5,0.198,0.187,2019-07-16 22:30:17.851499+00:00,0.010999,1831.6629990000001
