arrival_hydrophone,init_arrival_time
h3,18037.319463495372
h3,18037.319576574075
h3,18037.31958107639
h3,18037.319582094908
h3,18037.319583159722
h3,18037.319603622687
h3,18037.319668726854
h3,18037.31967513889
h3,18037.319680162036
h3,18037.319682997684
h3,18037.31968392361
h3,18037.319690173612
h3,18037.319693391204
h3,18037.319699247684
h3,18037.319756203706
h3,18037.31977724537
h3,18037.319788935187
h3,18037.31978980324
h3,18037.319790868056
h3,18037.31979974537
h3,18037.319801377314
h3,18037.31980472222
h3,18037.31981076389
h3,18037.31981633102
h3,18037.319822048612
h3,18037.31982795139
h3,18037.31983443287
h3,18037.319840694447
h3,18037.319848078703
h3,18037.31984902778
h3,18037.31985741898
h3,18037.31985912037
h3,18037.319860266205
h3,18037.319863738427
h3,18037.319871805557
h3,18037.31987269676
h3,18037.319873877314
h3,18037.31987931713
h3,18037.31988337963
h3,18037.31988875
h3,18037.3198975463
h3,18037.319898680555
h3,18037.319905277778
h3,18037.319906203706
h3,18037.319907858797
h3,18037.31991246528
h3,18037.319913541665
h3,18037.319916805554
h3,18037.319922743056
h3,18037.31992797454
h3,18037.319931747686
h3,18037.319938807872
h3,18037.31993979167
h3,18037.31995351852
h3,18037.319954768518
h3,18037.319961759258
h3,18037.31996832176
h3,18037.319974502316
h3,18037.31998434028
h3,18037.319985231483
h3,18037.319991377317
h3,18037.31999224537
h3,18037.320001932872
h3,18037.32000304398
h3,18037.32000792824
h3,18037.320008854167
h3,18037.32001420139
h3,18037.320015150464
h3,18037.320018587965
h3,18037.320023703705
h3,18037.320024930556
h3,18037.320032685184
h3,18037.32003417824
h3,18037.32004060185
h3,18037.320041747687
h3,18037.320049189817
h3,18037.320056574074
h3,18037.320057662037
h3,18037.320064618056
h3,18037.32006550926
h3,18037.32007215278
h3,18037.32009037037
h3,18037.320105706018
h3,18037.320144259258
h3,18037.320145266203
h3,18037.320252291665
h3,18037.32026119213
h3,18037.32040042824
h3,18037.32040960648
h3,18037.32045730324
h3,18037.320458344908
h3,18037.32047650463
h3,18037.320713125002
h3,18037.32073207176
h3,18037.320747256945
h3,18037.320763101852
h3,18037.32076462963
h3,18037.320772002317
h3,18037.320772881943
h3,18037.3207809375
h3,18037.320781979168
h3,18037.320789131943
h3,18037.32079636574
h3,18037.320803993054
h3,18037.32081105324
h3,18037.32082824074
h3,18037.320962337963
h3,18037.320978738426
h3,18037.320979907407
h3,18037.320987557872
h3,18037.32105502315
h3,18037.321104282408
h3,18037.321121307872
h3,18037.321126712963
h3,18037.32113207176
h3,18037.321137453706
h3,18037.321149131945
h3,18037.32115351852
h3,18037.321164641206
h3,18037.321168865743
h3,18037.32117962963
h3,18037.32118480324
h3,18037.321191145835
h3,18037.321196030094
h3,18037.321200706017
h3,18037.321205810185
h3,18037.32120982639
h3,18037.32121542824
h3,18037.321219502315
h3,18037.321231331018
h3,18037.321235520834
h3,18037.321240983798
h3,18037.32124445602
h3,18037.321250266203
h3,18037.32125792824
h3,18037.321359282407
h3,18037.321782314815
h3,18037.321798125
h3,18037.321804131945
h3,18037.321808854165
h3,18037.32181082176
h3,18037.3218121875
h3,18037.321817708333
h3,18037.32185277778
h3,18037.321875219906
h3,18037.321882905093
h3,18037.321952997685
h3,18037.32211125
h3,18037.322132673613
h3,18037.32215539352
h3,18037.322161921296
h3,18037.32216880787
h3,18037.322175393518
h3,18037.32217644676
h3,18037.322182800926
h3,18037.322189016206
h3,18037.32219400463
h3,18037.32219951389
h3,18037.32221005787
h3,18037.322216203705
h3,18037.32222170139
h3,18037.32222607639
h3,18037.32223662037
h3,18037.32223789352
h3,18037.32224212963
h3,18037.32224755787
h3,18037.32225241898
h3,18037.3222571875
h3,18037.32226216435
h3,18037.322266967592
h3,18037.322282662037
h3,18037.322289131946
h3,18037.322293344907
h3,18037.32229835648
h3,18037.32230400463
h3,18037.322309155094
h3,18037.32231420139
h3,18037.322315439815
h3,18037.322319097224
h3,18037.322324027777
h3,18037.322333981483
h3,18037.322338912036
h3,18037.322343587963
h3,18037.322344583336
h3,18037.322348645834
h3,18037.322354236112
h3,18037.322359386573
h3,18037.32236363426
h3,18037.322370046295
h3,18037.32237494213
h3,18037.32237994213
h3,18037.32238516204
h3,18037.322390011574
h3,18037.32239113426
h3,18037.322396655094
h3,18037.322403344908
h3,18037.322404803243
h3,18037.32241244213
h3,18037.32241353009
h3,18037.322417939817
h3,18037.32241902778
h3,18037.322424085647
h3,18037.32242513889
h3,18037.322430347223
h3,18037.32243130787
h3,18037.32243304398
h3,18037.322434502315
h3,18037.322440150463
h3,18037.322441631946
h3,18037.32244789352
h3,18037.322448761573
h3,18037.322449826388
h3,18037.32245670139
h3,18037.32245789352
h3,18037.32246434028
h3,18037.32247153935
h3,18037.322472939813
h3,18037.32247386574
h3,18037.322480231483
h3,18037.322486122684
h3,18037.32249175926
h3,18037.322498414353
h3,18037.322519421297
h3,18037.322529722223
h3,18037.322535266205
h3,18037.322540439814
h3,18037.32254425926
h3,18037.32254517361
h3,18037.32254957176
h3,18037.322554756945
h3,18037.322564293983
h3,18037.32256960648
h3,18037.322576516202
h3,18037.322590949076
h3,18037.322641203704
h3,18037.32265892361
h3,18037.322702974536
h3,18037.32271306713
h3,18037.322728171297
h3,18037.322735625
h3,18037.322743599536
h3,18037.32275111111
h3,18037.322757974536
h3,18037.322767141202
h3,18037.322775439814
h3,18037.322851319444
h3,18037.322857106483
h3,18037.32286886574
h3,18037.322885810187
h3,18037.322887731483
h3,18037.322894467594
h3,18037.324029131945
h3,18037.32407752315
h3,18037.32409384259
h3,18037.3241019213
h3,18037.32410934028
h3,18037.324110775462
h3,18037.324129236113
h3,18037.324138842592
h3,18037.32414605324
h3,18037.324159305557
h3,18037.324192025462
h3,18037.3245175
h3,18037.324570868055
h3,18037.32457490741
h3,18037.324575972223
h3,18037.324580138888
h3,18037.324599363426
h3,18037.324604525464
h3,18037.324622175925
h3,18037.324714155093
h3,18037.324851747686
h3,18037.32485517361
h3,18037.32485971065
h3,18037.324863819445
h3,18037.32490210648
h3,18037.324984212963
h3,18037.324985601852
h3,18037.324990439814
h3,18037.324999375
h4,18037.32501002315
h4,18037.32505769676
h4,18037.325061168984
h4,18037.325082847223
h4,18037.32539082176
h4,18037.325396041666
h4,18037.325401122685
h4,18037.325413159724
h4,18037.3254159375
h4,18037.32542326389
h4,18037.325489340277
h4,18037.325526608798
h4,18037.32554334491
h4,18037.32554431713
h4,18037.32555141204
h4,18037.325558807872
h4,18037.325565150462
h4,18037.32556672454
h4,18037.32557465278
h4,18037.32558232639
h4,18037.325590173612
h4,18037.325597731484
h4,18037.3256059838
h4,18037.32561150463
h4,18037.325617650462
h4,18037.325625011574
h4,18037.32562627315
h4,18037.325627476854
h4,18037.325630208335
h4,18037.325631226853
h4,18037.32563761574
h4,18037.32565689815
h4,18037.325669722224
h4,18037.325674861113
h4,18037.325691585647
h4,18037.325694756946
h4,18037.32570082176
h4,18037.325704953706
h4,18037.325710011573
h4,18037.32571380787
h4,18037.325719247685
h4,18037.325722858797
h4,18037.325729386575
h4,18037.325731909725
h4,18037.325732893518
h4,18037.325738993055
h4,18037.32574070602
h4,18037.325742395835
h4,18037.325749305557
h4,18037.325752615743
h4,18037.325758113428
h4,18037.325761770833
h4,18037.325767037037
h4,18037.325771157408
h4,18037.325776689817
h4,18037.325777986112
h4,18037.325779976854
h4,18037.32578107639
h4,18037.325781967593
h4,18037.325786493057
h4,18037.32578920139
h4,18037.32579576389
h4,18037.325796782407
h4,18037.325797708334
h4,18037.325800127317
h4,18037.325804953703
h4,18037.32580730324
h4,18037.325809953705
h4,18037.32581408565
h4,18037.32581662037
h4,18037.325823113428
h4,18037.325824155094
h4,18037.325825925927
h4,18037.32582875
h4,18037.325835555555
h4,18037.32583908565
h4,18037.32584476852
h4,18037.325850208334
h4,18037.325851377314
h4,18037.325853668983
h4,18037.325856574076
h4,18037.32586090278
h4,18037.325864282408
h4,18037.325870243058
h4,18037.325872083333
h4,18037.32587519676
h4,18037.32587929398
h4,18037.32588229167
h4,18037.325883472222
h4,18037.325884756945
h4,18037.32588625
h4,18037.32588809028
h4,18037.325892627316
h4,18037.325893587964
h4,18037.325897222225
h4,18037.325901736112
h4,18037.32598371528
h4,18037.325989363428
h4,18037.325996122687
h4,18037.326000833335
h4,18037.32600396991
h4,18037.326007905092
h4,18037.326009953704
h4,18037.326011053243
h4,18037.326018055555
h4,18037.32604582176
h4,18037.32605528935
h4,18037.32606806713
h4,18037.326073043983
h4,18037.326078356484
h4,18037.326089675928
h4,18037.326095381944
h4,18037.32609832176
h4,18037.326099976854
h4,18037.326104895834
h4,18037.32610849537
h4,18037.32611425926
h4,18037.32612326389
h4,18037.32612423611
h4,18037.32613013889
h4,18037.326135717594
h4,18037.326140590278
h4,18037.326146122687
h4,18037.32614869213
h4,18037.326154641203
h4,18037.326156157407
h4,18037.3261587963
h4,18037.326164548613
h4,18037.326165937502
h4,18037.32617304398
h4,18037.326174224538
h4,18037.32617630787
h4,18037.326182314817
h4,18037.32618675926
h4,18037.32619019676
h4,18037.326191261574
h4,18037.326195185185
h4,18037.32620085648
h4,18037.32620175926
h4,18037.326205266203
h4,18037.32621011574
h4,18037.326220717594
h4,18037.326225844907
h4,18037.326232812502
h4,18037.326235868055
h4,18037.326240868057
h4,18037.32624494213
h4,18037.326249895836
h4,18037.32625375
h4,18037.326259155092
h4,18037.32626778935
h4,18037.32626908565
h4,18037.326270555557
h4,18037.32627697917
h4,18037.326278090277
h4,18037.326281041667
h4,18037.32628582176
h4,18037.32628701389
h4,18037.326288761575
h4,18037.32629462963
h4,18037.326299780092
h4,18037.326310844906
h4,18037.32631670139
h4,18037.326321203705
h4,18037.32632787037
h4,18037.326333287037
h4,18037.326337268518
h4,18037.326341921296
h4,18037.326346261576
h4,18037.326347372687
h4,18037.326351932872
h4,18037.326352835647
h4,18037.326357337963
h4,18037.326364305558
h4,18037.326367280093
h4,18037.326373738426
h4,18037.326374930555
h4,18037.326386493056
h4,18037.326393252315
h4,18037.32639638889
h4,18037.326402291666
h4,18037.3264081713
h4,18037.32640931713
h4,18037.326419490742
h4,18037.32642439815
h4,18037.326429479166
h4,18037.32643510417
h4,18037.32643914352
h4,18037.32644064815
h4,18037.326445729166
h4,18037.326450370372
h4,18037.326455682873
h4,18037.326460578704
h4,18037.326471145832
h4,18037.32647740741
h4,18037.326481724536
h4,18037.32648667824
h4,18037.326492083335
h4,18037.326497291666
h4,18037.326502094907
h4,18037.32650601852
h4,18037.326511354167
h4,18037.326512962965
h4,18037.326515405093
h4,18037.326520868057
h4,18037.32652508102
h4,18037.326530439816
h4,18037.326531319446
h4,18037.326533657408
h4,18037.32653994213
h4,18037.326540833335
h4,18037.326543530093
h4,18037.32654454861
h4,18037.32654960648
h4,18037.32655053241
h4,18037.32655164352
h4,18037.326552986113
h4,18037.32656025463
h4,18037.32656150463
h4,18037.326564270836
h4,18037.326569479166
h4,18037.32657443287
h4,18037.326575381947
h4,18037.32657914352
h4,18037.326586377316
h4,18037.326589780092
h4,18037.326594467595
h4,18037.326595729166
h4,18037.32659928241
h4,18037.326604467595
h4,18037.32660877315
h4,18037.326615231483
h4,18037.326623414352
h4,18037.326629583335
h4,18037.32663508102
h4,18037.32663939815
h4,18037.326640752315
h4,18037.32664570602
h4,18037.32664675926
h4,18037.32665204861
h4,18037.32665734954
h4,18037.326662094907
h4,18037.326666770834
h4,18037.32667033565
h4,18037.326675625
h4,18037.32667917824
h4,18037.326683715277
h4,18037.326690636575
h4,18037.326698935187
h4,18037.326699953705
h4,18037.327023159723
h4,18037.327030752316
h4,18037.327053877314
h4,18037.32705534722
h4,18037.32705928241
h4,18037.327078587965
h4,18037.32707951389
h4,18037.327087766203
h4,18037.327103680556
h4,18037.327121365743
h4,18037.327122291666
h4,18037.327207708335
h4,18037.32722716435
h4,18037.327229583334
h4,18037.32723658565
h4,18037.327237800928
h4,18037.327243703705
h4,18037.32725315972
h4,18037.327254432872
h4,18037.32726224537
h4,18037.327263425927
h4,18037.32727
h4,18037.327279548612
h4,18037.327287534725
h4,18037.327295289353
h4,18037.32729634259
h4,18037.32730269676
h4,18037.327303831018
h4,18037.32731099537
h4,18037.327316655093
h4,18037.32731763889
h4,18037.327323344907
h4,18037.32732945602
h4,18037.327331284723
h4,18037.32733440972
h4,18037.32733537037
h4,18037.32733945602
h4,18037.32734070602
h4,18037.327355347225
h4,18037.327362094908
h4,18037.327366770834
h4,18037.32737146991
h4,18037.32737542824
h4,18037.32738087963
h4,18037.327381863426
h4,18037.327391180555
h4,18037.327396539353
h4,18037.327399745373
h4,18037.327405115742
h4,18037.32740837963
h4,18037.327414074076
h4,18037.327423125
h4,18037.327429444445
h4,18037.32743611111
h4,18037.32744025463
h4,18037.327444988427
h4,18037.327449652777
h4,18037.327454525464
h4,18037.327459976852
h4,18037.327461111112
h4,18037.32746578704
h4,18037.327472847224
h4,18037.32747513889
h4,18037.327476412036
h4,18037.327482569446
h4,18037.327486377315
h4,18037.327487488426
h4,18037.327490532407
h4,18037.3274915625
h4,18037.327495717593
h4,18037.327496886573
h4,18037.32750045139
h4,18037.32750451389
h4,18037.32751064815
h4,18037.32751207176
h4,18037.327518344908
h4,18037.327519502316
h4,18037.327520486113
h4,18037.327527245372
h4,18037.327528680555
h4,18037.32753357639
h4,18037.32753826389
h4,18037.327543425927
h4,18037.327564988427
h4,18037.327571342594
h4,18037.327592997684
h4,18037.32759859954
h4,18037.327600092594
h4,18037.327604699076
h4,18037.327605671297
h4,18037.327608217594
h4,18037.32761193287
h4,18037.327613125002
h4,18037.327615694445
h4,18037.327617824074
h4,18037.327619629632
h4,18037.3276209375
h4,18037.327624872687
h4,18037.327626261576
h4,18037.32763505787
h4,18037.327636180555
h4,18037.32764246528
h4,18037.327643680557
h4,18037.327650219908
h4,18037.32765133102
h4,18037.327655462963
h4,18037.327661423613
h4,18037.327666712965
h4,18037.327667708334
h4,18037.32767238426
h4,18037.32767763889
h4,18037.327682881943
h4,18037.327684166667
h4,18037.32769056713
h4,18037.327691631945
h4,18037.32769951389
h4,18037.32770054398
h4,18037.32770655093
h4,18037.327708055556
h4,18037.32770892361
h4,18037.327714409723
h4,18037.32771712963
h4,18037.327718553242
h4,18037.327723530092
h4,18037.327724537037
h4,18037.327725439816
h4,18037.327731076388
h4,18037.32773226852
h4,18037.32773398148
h4,18037.327734976854
h4,18037.32773883102
h4,18037.327743356484
h4,18037.327744537037
h4,18037.327749386575
h4,18037.327750949076
h4,18037.327756851853
h4,18037.327758900465
h4,18037.327760243057
h4,18037.32776628472
h4,18037.32776760417
h4,18037.327768703704
h4,18037.32777494213
h4,18037.327776400463
h4,18037.327782650464
h4,18037.327783518518
h4,18037.32779113426
h4,18037.327794004632
h4,18037.327797025464
h4,18037.32779829861
h4,18037.327799328705
h4,18037.327800949075
h4,18037.327801967593
h4,18037.327825462962
h4,18037.327832986113
h4,18037.327841793984
h4,18037.327851597223
h4,18037.327860069447
h4,18037.3278896875
h4,18037.327919814816
h4,18037.32793341435
h4,18037.327963032407
h4,18037.327964155094
h4,18037.327971550927
h4,18037.32797822917
h4,18037.327985324075
h4,18037.327992233797
h4,18037.32824246528
h4,18037.3282628125
h4,18037.328276180557
h4,18037.32829099537
h4,18037.328340046297
h4,18037.328371064814
h4,18037.3283859375
h4,18037.328395381945
h4,18037.328402523148
h4,18037.328424166666
h4,18037.328431342594
h4,18037.32843238426
h4,18037.328455046296
h4,18037.32849059028
h4,18037.3285946875
h4,18037.328601736113
h4,18037.328610069446
h4,18037.328610949076
h4,18037.32861859954
h4,18037.328626585648
h4,18037.328635011574
h4,18037.328643761575
h4,18037.32865091435
h4,18037.328656099537
h4,18037.328662905093
h4,18037.328671423613
h4,18037.32867709491
h4,18037.32868287037
h4,18037.328683912037
h4,18037.328687962963
h4,18037.328692256946
h4,18037.32869355324
h4,18037.328700775462
h4,18037.328704050928
h4,18037.328704988427
h4,18037.328712731483
h4,18037.328717175926
h4,18037.328721168982
h4,18037.3287262963
h4,18037.32873087963
h4,18037.328735439816
h4,18037.32874125
h4,18037.32874653935
h4,18037.32875184028
h4,18037.328756828705
h4,18037.328762731482
h4,18037.328767789353
h4,18037.328772939814
h4,18037.328783020836
h4,18037.328793020835
h4,18037.32879917824
h4,18037.328805104167
h4,18037.328809791667
h4,18037.32881479167
h4,18037.328820254632
h4,18037.3288246875
h4,18037.32882939815
h4,18037.32883318287
h4,18037.32883923611
h4,18037.32884318287
h4,18037.328844212963
h4,18037.328849212965
h4,18037.328850219907
h4,18037.3288521875
h4,18037.3288540625
h4,18037.328858506946
h4,18037.32886303241
h4,18037.328867789354
h4,18037.328873425926
h4,18037.328877546297
h4,18037.328882314814
h4,18037.328883842594
h4,18037.328887743057
h4,18037.32889226852
h4,18037.328896435185
h4,18037.328900046297
h4,18037.32890107639
h4,18037.32891695602
h4,18037.32892037037
h4,18037.3289259838
h4,18037.328926979168
h4,18037.328933900462
h4,18037.32894065972
h4,18037.328941770833
h4,18037.328947650465
h4,18037.328953495373
h4,18037.32895939815
h4,18037.328967893518
h4,18037.328969282407
h4,18037.32897505787
h4,18037.32898403935
h4,18037.328992037037
h4,18037.328993020834
h4,18037.32899959491
h4,18037.329007175926
h4,18037.32914556713
h4,18037.329148391203
h4,18037.329162175927
h4,18037.329163182872
h4,18037.329170358797
h4,18037.32917633102
h4,18037.329183391204
h4,18037.329296724536
h4,18037.329302175927
h4,18037.32931193287
h4,18037.32931798611
h4,18037.329323217593
h4,18037.32932818287
h4,18037.32933071759
h4,18037.329343136575
h4,18037.329348530093
h4,18037.32935888889
h4,18037.32936991898
h4,18037.329375439815
h4,18037.329386562502
h4,18037.329388819446
h4,18037.3294021875
h4,18037.32940445602
h4,18037.329406886576
h4,18037.329417870373
h4,18037.329423310184
h4,18037.32942886574
h4,18037.32943396991
h4,18037.32943920139
h4,18037.32944979167
h4,18037.329457974538
h4,18037.32946519676
h4,18037.329467094907
h4,18037.331157743058
h4,18037.331616261574
h4,18037.33162459491
h4,18037.33172222222
h4,18037.331731064816
h4,18037.331992557873
h4,18037.332441180555
h4,18037.33244221065
h4,18037.33414707176
h4,18037.334246180555
h4,18037.334284444445
h4,18037.33429045139
h4,18037.334295729168
h4,18037.33429703704
h4,18037.334349328703
h4,18037.334350613426
h4,18037.33435576389
h4,18037.33436269676
h4,18037.334364386574
h4,18037.334365358798
h4,18037.334367060186
h4,18037.33436795139
h4,18037.334368993055
h4,18037.334370335648
h4,18037.334371689816
h4,18037.334372928242
h4,18037.334374212965
h4,18037.33437525463
h4,18037.334376608796
h4,18037.33492857639
h4,18037.334937094907
h4,18037.334945925926
h4,18037.334959606484
h4,18037.334967372684
h4,18037.334973796296
h4,18037.334974756945
h4,18037.334983136574
h4,18037.334991203705
h4,18037.334992256947
h4,18037.334998391205
h4,18037.335003391203
h4,18037.335004560187
h4,18037.335007939815
h4,18037.335008831018
h4,18037.335012777778
h4,18037.33501824074
h4,18037.335029814814
h4,18037.33503449074
h4,18037.335039791666
h4,18037.33504872685
h4,18037.33506457176
h4,18037.335065543983
h4,18037.33507295139
h4,18037.33508519676
h4,18037.335094108796
h4,18037.335120289354
h4,18037.335121180557
h4,18037.335122199074
h4,18037.335296458336
h4,18037.33531017361
h4,18037.335324895834
h4,18037.335325833334
h4,18037.335332395833
h4,18037.335341608796
h4,18037.335346608797
h4,18037.335347581018
h4,18037.33535332176
h4,18037.335358784723
h4,18037.33536806713
h4,18037.335372048612
h4,18037.335373113427
h4,18037.335378240743
h4,18037.33538834491
h4,18037.335406574075
h4,18037.335476909724
h4,18037.335491041667
h4,18037.335492013888
h4,18037.335493240742
h4,18037.335494444444
h4,18037.33549684028
h4,18037.335503078706
h4,18037.335520729168
h4,18037.335525972223
h4,18037.335533842594
h4,18037.335544710648
h4,18037.33591383102
h4,18037.335915034724
h4,18037.335921435188
h4,18037.335922916667
h4,18037.335929988425
h4,18037.336247303243
h4,18037.336255555558
h4,18037.33626434028
h4,18037.336285844907
h4,18037.336287025464
h4,18037.33629363426
h4,18037.33630386574
h4,18037.336305243058
h4,18037.3363215625
h4,18037.33635170139
h4,18037.336358773147
h4,18037.336385937502
h4,18037.336395868057
h4,18037.336396851853
h4,18037.33642253472
h4,18037.336429548614
h4,18037.336435324076
h4,18037.336440752315
h4,18037.336441770833
h4,18037.336448541668
h4,18037.336449675928
h4,18037.33646527778
h4,18037.336466469907
h4,18037.336472777777
h4,18037.33648494213
h4,18037.336594224536
h4,18037.33659545139
h4,18037.33660837963
h4,18037.33667226852
h4,18037.3366797338
h4,18037.3366869213
h4,18037.336687800926
h4,18037.33672207176
h4,18037.336722962962
h4,18037.33672996528
h4,18037.33673752315
h4,18037.336767615743
h4,18037.336896516204
h4,18037.336910752314
h4,18037.33692451389
h4,18037.336931111113
h4,18037.336946666666
h4,18037.33696324074
h4,18037.33697460648
h4,18037.336979664353
h4,18037.336987534723
h4,18037.336994467594
h4,18037.336995439815
h4,18037.337001481483
h4,18037.337014270834
h4,18037.33702365741
h4,18037.33702621528
h4,18037.33703199074
h4,18037.337033194446
h4,18037.337039479167
h4,18037.337046296296
h4,18037.337053310184
h4,18037.33705502315
h4,18037.337061620372
h4,18037.33706258102
h4,18037.337068333334
h4,18037.33707383102
h4,18037.337079293982
h4,18037.33708511574
h4,18037.33709255787
h4,18037.337107349536
h4,18037.33716548611
h4,18037.33716641204
h4,18037.337255439816
h4,18037.337264641203
h4,18037.33727863426
h4,18037.337288680556
h4,18037.337302581018
h4,18037.337303483797
h4,18037.33731008102
h4,18037.337310972223
h4,18037.337317962963
h4,18037.33734082176
h4,18037.33735655093
h4,18037.33736361111
h4,18037.33737013889
h4,18037.337371006946
h4,18037.337383599537
h4,18037.337391238427
h4,18037.337421469907
h4,18037.337422662036
h4,18037.33743033565
h4,18037.33743693287
h4,18037.337453194446
h4,18037.337465069446
h4,18037.33747335648
h4,18037.337481365743
h4,18037.33748851852
h4,18037.33749611111
h4,18037.33750445602
h4,18037.337510914353
h4,18037.337518587963
h4,18037.337525277777
h4,18037.33753056713
h4,18037.337536296298
h4,18037.337540914352
h4,18037.337545625
h4,18037.33755013889
h4,18037.33755508102
h4,18037.337556145834
h4,18037.337558449075
h4,18037.337577719907
h4,18037.337584583333
h4,18037.337585775465
h4,18037.337592766205
h4,18037.33759853009
h4,18037.33759946759
h4,18037.337604652777
h4,18037.33760556713
h4,18037.337614189815
h4,18037.337620717593
h4,18037.337626956018
h4,18037.337630752314
h4,18037.337639537036
h4,18037.337643182873
h4,18037.337647800927
h4,18037.337649016205
h4,18037.33765125
h4,18037.3376521875
h4,18037.33765800926
h4,18037.337659421297
h4,18037.33766166667
h4,18037.33766740741
h4,18037.337670335648
h4,18037.337676319446
h4,18037.33767747685
h4,18037.33767953704
h4,18037.337686099538
h4,18037.33768721065
h4,18037.33778650463
h4,18037.33779403935
h4,18037.337801655092
h4,18037.337809467594
h4,18037.33781604167
h4,18037.337825983795
h4,18037.337830694447
h4,18037.33783510417
h4,18037.337844895836
h4,18037.337852187502
h4,18037.337857685186
h4,18037.337861412037
h4,18037.337866631944
h4,18037.337868622686
h4,18037.33787064815
h4,18037.337876921298
h4,18037.33787898148
h4,18037.337885011573
h4,18037.337887916667
h4,18037.337893472224
h4,18037.337894560187
h4,18037.337895775465
h4,18037.337896747686
h4,18037.337897766203
h4,18037.337898668982
h4,18037.33790414352
h4,18037.33790670139
h4,18037.33791244213
h4,18037.337918506946
h4,18037.337919745372
h4,18037.33792556713
h4,18037.337929247686
h4,18037.337930868056
h4,18037.33793423611
h4,18037.337939583333
h4,18037.33794443287
h4,18037.337949050925
h4,18037.33795326389
h4,18037.33795834491
h4,18037.33796494213
h4,18037.337967534724
h4,18037.33797295139
h4,18037.33797653935
h4,18037.337981481483
h4,18037.33798633102
h4,18037.337990868054
h4,18037.337996608796
h4,18037.338113541668
h4,18037.33811625
h4,18037.338133842593
h4,18037.338164363427
h4,18037.338174675926
h4,18037.338182557873
h5,18037.338195115743
h5,18037.338202025465
h5,18037.338208680554
h5,18037.338212719907
h5,18037.33822314815
h5,18037.338241354166
h5,18037.33824587963
h5,18037.338257997686
h5,18037.33826304398
h5,18037.33827216435
h5,18037.338277777777
h5,18037.338281990742
h5,18037.33828755787
h5,18037.338301932872
h5,18037.338315011573
h5,18037.338318726852
h5,18037.33831994213
h5,18037.338327037036
h5,18037.338330208335
h5,18037.338335381944
h5,18037.338343263888
h5,18037.338344247684
h5,18037.33834846065
h5,18037.338353923613
h5,18037.3383584375
h5,18037.338361319446
h5,18037.33837471065
h5,18037.33837636574
h5,18037.33838371528
h5,18037.338391111112
h5,18037.338397592594
h5,18037.338424988426
h5,18037.33843162037
h5,18037.338433090277
h5,18037.338441898148
h5,18037.33857037037
h5,18037.33857724537
h5,18037.33857849537
h5,18037.338585752314
h5,18037.33860777778
h5,18037.33862127315
h5,18037.338630659724
h5,18037.338762083335
h5,18037.338776041666
h5,18037.33891738426
h5,18037.338942002316
h5,18037.338949259258
h5,18037.33895070602
h5,18037.33895792824
h5,18037.33897446759
h5,18037.338983229165
h5,18037.338985775463
h5,18037.33899809028
