depth,origin_time,swarm_number
178.75,2019-05-21T07:42:26.270000Z,1
176.125,2019-05-21T07:42:27.277500Z,1
178.75,2019-05-21T07:42:28.619000Z,1
178.75,2019-05-21T07:42:28.981000Z,1
178.75,2019-05-21T07:42:29.914000Z,1
173.5,2019-05-21T07:42:30.357000Z,1
178.75,2019-05-21T07:42:31.724000Z,1
177.875,2019-05-21T07:42:32.166500Z,1
178.75,2019-05-21T07:42:32.523000Z,1
177.0,2019-05-21T07:42:33.007000Z,1
178.75,2019-05-21T07:42:34.380000Z,1
178.75,2019-05-21T07:42:34.743000Z,1
178.75,2019-05-21T07:42:35.215000Z,1
177.0,2019-05-21T07:42:36.680000Z,1
182.25,2019-05-21T07:43:21.982000Z,1
182.25,2019-05-21T07:43:23.350000Z,1
168.25,2019-05-21T07:43:23.860000Z,1
182.25,2019-05-21T07:43:25.040000Z,1
184.0,2019-05-21T07:43:30.663000Z,1
184.0,2019-05-21T07:43:52.252000Z,1
183.125,2019-05-21T07:43:55.943500Z,1
184.0,2019-05-21T07:43:57.121000Z,1
185.75,2019-05-21T07:43:58.025000Z,1
185.75,2019-05-21T07:43:58.939000Z,1
166.5,2019-05-21T07:43:59.479000Z,1
184.0,2019-05-21T07:43:59.944000Z,1
184.0,2019-05-21T07:44:00.322000Z,1
184.875,2019-05-21T07:44:01.233500Z,1
184.0,2019-05-21T07:44:01.709000Z,1
184.875,2019-05-21T07:44:02.178500Z,1
445.625,2019-05-21T07:44:02.886500Z,1
205.0,2019-05-21T07:44:04.144000Z,1
184.875,2019-05-21T07:44:05.770500Z,1
205.0,2019-05-21T07:44:06.856000Z,1
183.125,2019-05-21T07:44:07.055500Z,1
205.0,2019-05-21T07:44:07.925000Z,1
184.0,2019-05-21T07:44:08.785000Z,1
185.75,2019-05-21T07:44:10.476000Z,1
186.625,2019-05-21T07:44:10.912500Z,1
184.875,2019-05-21T07:44:11.839500Z,1
186.625,2019-05-21T07:44:12.761500Z,1
186.625,2019-05-21T07:44:13.184500Z,1
184.875,2019-05-21T07:44:14.485500Z,1
184.875,2019-05-21T07:44:15.059500Z,1
184.875,2019-05-21T07:44:15.637500Z,1
185.75,2019-05-21T07:44:16.423000Z,1
184.875,2019-05-21T07:44:16.898500Z,1
186.625,2019-05-21T07:44:17.430500Z,1
184.875,2019-05-21T07:44:17.970500Z,1
184.875,2019-05-21T07:44:18.817500Z,1
184.875,2019-05-21T07:44:19.486500Z,1
184.0,2019-05-21T07:44:20.248000Z,1
185.75,2019-05-21T07:44:21.531000Z,1
184.875,2019-05-21T07:44:22.791500Z,1
185.75,2019-05-21T07:44:23.271000Z,1
185.75,2019-05-21T07:44:26.556000Z,1
185.75,2019-05-21T07:44:27.484000Z,1
185.75,2019-05-21T07:44:27.812000Z,1
185.75,2019-05-21T07:44:28.721000Z,1
186.625,2019-05-21T07:44:36.187500Z,1
184.0,2019-05-21T07:44:37.720000Z,1
186.625,2019-05-21T07:44:42.341500Z,1
186.625,2019-05-21T07:44:43.702500Z,1
186.625,2019-05-21T07:44:45.031500Z,1
186.625,2019-05-21T07:44:47.068500Z,1
187.5,2019-05-21T07:44:54.341000Z,1
186.625,2019-05-21T07:44:54.837500Z,1
187.5,2019-05-21T07:44:55.857000Z,1
226.875,2019-05-21T07:44:58.021500Z,1
192.75,2019-05-21T07:46:36.101000Z,1
193.625,2019-05-21T07:46:40.281500Z,1
193.625,2019-05-21T07:46:41.691500Z,1
192.75,2019-05-21T07:46:43.031000Z,1
194.5,2019-05-21T07:46:44.750000Z,1
457.0,2019-05-21T07:46:50.037000Z,1
196.25,2019-05-21T07:47:23.254000Z,1
196.25,2019-05-21T07:47:23.706000Z,1
459.625,2019-05-21T07:47:25.672500Z,1
196.25,2019-05-21T07:47:27.338000Z,1
197.125,2019-05-21T07:47:47.172500Z,1
197.125,2019-05-21T07:47:48.215500Z,1
198.0,2019-05-21T07:48:04.960000Z,1
198.875,2019-05-21T07:48:07.132500Z,1
201.5,2019-05-21T07:48:35.914000Z,1
201.5,2019-05-21T07:48:45.472000Z,1
201.5,2019-05-21T07:48:48.804000Z,1
239.125,2019-05-21T07:48:51.641500Z,1
236.5,2019-05-21T07:48:52.356000Z,1
202.375,2019-05-21T07:48:53.978500Z,1
201.5,2019-05-21T07:48:54.427000Z,1
201.5,2019-05-21T07:48:58.285000Z,1
201.5,2019-05-21T07:48:59.730000Z,1
202.375,2019-05-21T07:49:02.120500Z,1
202.375,2019-05-21T07:49:02.925500Z,1
202.375,2019-05-21T07:49:03.214500Z,1
202.375,2019-05-21T07:49:03.825500Z,1
253.125,2019-05-21T07:49:03.988500Z,1
202.375,2019-05-21T07:49:04.717500Z,1
201.5,2019-05-21T07:49:05.478000Z,1
202.375,2019-05-21T07:49:05.794500Z,1
204.125,2019-05-21T07:49:06.249500Z,1
202.375,2019-05-21T07:49:07.083500Z,1
202.375,2019-05-21T07:49:07.930500Z,1
204.125,2019-05-21T07:49:08.708500Z,1
202.375,2019-05-21T07:49:09.524500Z,1
202.375,2019-05-21T07:49:09.728500Z,1
202.375,2019-05-21T07:49:11.094500Z,1
202.375,2019-05-21T07:49:13.435500Z,1
203.25,2019-05-21T07:49:14.360000Z,1
203.25,2019-05-21T07:49:15.166000Z,1
202.375,2019-05-21T07:49:15.948500Z,1
202.375,2019-05-21T07:49:16.207500Z,1
203.25,2019-05-21T07:49:17.100000Z,1
203.25,2019-05-21T07:49:17.887000Z,1
203.25,2019-05-21T07:49:26.450000Z,1
360.75,2019-05-21T07:49:27.010000Z,1
204.125,2019-05-21T07:49:27.937500Z,1
204.125,2019-05-21T07:49:30.337500Z,1
205.875,2019-05-21T07:49:34.076500Z,1
204.125,2019-05-21T07:49:34.619500Z,1
204.125,2019-05-21T07:49:35.439500Z,1
319.625,2019-05-21T07:49:35.557500Z,1
204.125,2019-05-21T07:49:36.250500Z,1
204.125,2019-05-21T07:49:37.026500Z,1
239.125,2019-05-21T07:49:38.123500Z,1
204.125,2019-05-21T07:49:38.525500Z,1
204.125,2019-05-21T07:49:39.003500Z,1
205.875,2019-05-21T07:49:39.224500Z,1
204.125,2019-05-21T07:49:39.739500Z,1
204.125,2019-05-21T07:49:40.098500Z,1
204.125,2019-05-21T07:49:40.595500Z,1
204.125,2019-05-21T07:49:41.329500Z,1
205.0,2019-05-21T07:49:42.512000Z,1
204.125,2019-05-21T07:49:42.811500Z,1
204.125,2019-05-21T07:49:43.730500Z,1
204.125,2019-05-21T07:49:46.493500Z,1
204.125,2019-05-21T07:49:47.189500Z,1
205.0,2019-05-21T07:49:47.970000Z,1
205.0,2019-05-21T07:49:49.515000Z,1
205.0,2019-05-21T07:49:51.073000Z,1
205.0,2019-05-21T07:49:51.833000Z,1
205.0,2019-05-21T07:49:52.280000Z,1
205.875,2019-05-21T07:49:53.234500Z,1
206.75,2019-05-21T07:49:53.741000Z,1
206.75,2019-05-21T07:49:55.150000Z,1
205.0,2019-05-21T07:49:55.519000Z,1
205.0,2019-05-21T07:49:55.921000Z,1
206.75,2019-05-21T07:49:57.196000Z,1
205.875,2019-05-21T07:49:57.841500Z,1
206.75,2019-05-21T07:49:58.111000Z,1
205.875,2019-05-21T07:50:00.355500Z,1
205.875,2019-05-21T07:50:00.625500Z,1
208.5,2019-05-21T07:50:01.641000Z,1
207.625,2019-05-21T07:50:03.044500Z,1
205.875,2019-05-21T07:50:03.483500Z,1
207.625,2019-05-21T07:50:04.318500Z,1
205.875,2019-05-21T07:50:04.889500Z,1
205.875,2019-05-21T07:50:05.288500Z,1
205.875,2019-05-21T07:50:05.749500Z,1
206.75,2019-05-21T07:50:07.070000Z,1
205.875,2019-05-21T07:50:07.624500Z,1
207.625,2019-05-21T07:50:07.966500Z,1
205.875,2019-05-21T07:50:08.894500Z,1
205.875,2019-05-21T07:50:09.759500Z,1
205.875,2019-05-21T07:50:10.559500Z,1
206.75,2019-05-21T07:50:11.379000Z,1
207.625,2019-05-21T07:50:11.707500Z,1
205.875,2019-05-21T07:50:12.208500Z,1
206.75,2019-05-21T07:50:13.029000Z,1
170.875,2019-05-21T07:50:13.320500Z,1
206.75,2019-05-21T07:50:13.864000Z,1
206.75,2019-05-21T07:50:14.040000Z,1
205.875,2019-05-21T07:50:14.784500Z,1
206.75,2019-05-21T07:50:15.581000Z,1
206.75,2019-05-21T07:50:16.006000Z,1
208.5,2019-05-21T07:50:16.373000Z,1
205.875,2019-05-21T07:50:17.025500Z,1
206.75,2019-05-21T07:50:17.335000Z,1
206.75,2019-05-21T07:50:18.604000Z,1
206.75,2019-05-21T07:50:18.905000Z,1
208.5,2019-05-21T07:50:19.513000Z,1
208.5,2019-05-21T07:50:20.240000Z,1
208.5,2019-05-21T07:50:20.773000Z,1
208.5,2019-05-21T07:50:21.247000Z,1
206.75,2019-05-21T07:50:21.622000Z,1
466.625,2019-05-21T07:50:22.566500Z,1
212.0,2019-05-21T07:50:23.163000Z,1
208.5,2019-05-21T07:50:23.582000Z,1
206.75,2019-05-21T07:50:23.987000Z,1
207.625,2019-05-21T07:50:24.750500Z,1
209.375,2019-05-21T07:50:25.414500Z,1
206.75,2019-05-21T07:50:26.047000Z,1
208.5,2019-05-21T07:50:26.763000Z,1
235.625,2019-05-21T07:50:55.260500Z,1
211.125,2019-05-21T07:50:57.429500Z,1
209.375,2019-05-21T07:50:57.898500Z,1
209.375,2019-05-21T07:50:59.566500Z,1
210.25,2019-05-21T07:51:00.300000Z,1
209.375,2019-05-21T07:51:03.262500Z,1
211.125,2019-05-21T07:51:12.402500Z,1
210.25,2019-05-21T07:51:13.213000Z,1
